#LCode	English Name	Script	Locale Level	Path Level	STStatus	Bailey	Section	Page	Header	Code	ST Link
to	Tongan	Latin	moderate	moderate	n/a	INR	Currencies	Southern Asia (C)	Southern Asia: India	INR-name-other	https://st.unicode.org/v#/to//1be37189a56d6fd5
to	Tongan	Latin	moderate	moderate	n/a	IQD	Currencies	Western Asia (C)	Western Asia: Iraq	IQD-name	https://st.unicode.org/v#/to//6144a1757e350ceb
to	Tongan	Latin	moderate	moderate	n/a	IQD	Currencies	Western Asia (C)	Western Asia: Iraq	IQD-name-other	https://st.unicode.org/v#/to//28ed559aecd83a16
to	Tongan	Latin	moderate	moderate	n/a	IRR	Currencies	Southern Asia (C)	Southern Asia: Iran	IRR-name	https://st.unicode.org/v#/to//7d14bf3389aff5de
to	Tongan	Latin	moderate	moderate	n/a	IRR	Currencies	Southern Asia (C)	Southern Asia: Iran	IRR-name-other	https://st.unicode.org/v#/to//75b66bfad03be7e9
to	Tongan	Latin	moderate	moderate	n/a	ISK	Currencies	Northern/Western Europe	Northern Europe: Iceland	ISK-name	https://st.unicode.org/v#/to//b77d3376f8e1dbf
to	Tongan	Latin	moderate	moderate	n/a	ISK	Currencies	Northern/Western Europe	Northern Europe: Iceland	ISK-name-other	https://st.unicode.org/v#/to//61e176d6fcf5d3b2
to	Tongan	Latin	moderate	moderate	n/a	JMD	Currencies	North America (C)	Caribbean: Jamaica	JMD-name	https://st.unicode.org/v#/to//4c4280ed71d9cb31
to	Tongan	Latin	moderate	moderate	n/a	JMD	Currencies	North America (C)	Caribbean: Jamaica	JMD-name-other	https://st.unicode.org/v#/to//118a6961c056a47c
to	Tongan	Latin	moderate	moderate	n/a	JOD	Currencies	Western Asia (C)	Western Asia: Jordan	JOD-name	https://st.unicode.org/v#/to//23ae03047380bfa5
to	Tongan	Latin	moderate	moderate	n/a	JOD	Currencies	Western Asia (C)	Western Asia: Jordan	JOD-name-other	https://st.unicode.org/v#/to//47ca48e2d216024f
to	Tongan	Latin	moderate	moderate	n/a	JPY	Currencies	Eastern Asia (C)	Eastern Asia: Japan	JPY-name	https://st.unicode.org/v#/to//28097fc3a5b0526d
to	Tongan	Latin	moderate	moderate	n/a	JPY	Currencies	Eastern Asia (C)	Eastern Asia: Japan	JPY-name-other	https://st.unicode.org/v#/to//579f6552c1642b25
to	Tongan	Latin	moderate	moderate	n/a	KES	Currencies	Eastern Africa	Eastern Africa: Kenya	KES-name	https://st.unicode.org/v#/to//6628d03d7e5ad22f
to	Tongan	Latin	moderate	moderate	n/a	KES	Currencies	Eastern Africa	Eastern Africa: Kenya	KES-name-other	https://st.unicode.org/v#/to//4b09bab87c325994
to	Tongan	Latin	moderate	moderate	n/a	KGS	Currencies	Central Asia (C)	Central Asia: Kyrgyzstan	KGS-name	https://st.unicode.org/v#/to//590ea1de0df2302e
to	Tongan	Latin	moderate	moderate	n/a	KGS	Currencies	Central Asia (C)	Central Asia: Kyrgyzstan	KGS-name-other	https://st.unicode.org/v#/to//53e03a7c29e209d5
to	Tongan	Latin	moderate	moderate	n/a	KHR	Currencies	Southeast Asia (C)	Southeast Asia: Cambodia	KHR-name	https://st.unicode.org/v#/to//4feb7d2ff4565c56
to	Tongan	Latin	moderate	moderate	n/a	KHR	Currencies	Southeast Asia (C)	Southeast Asia: Cambodia	KHR-name-other	https://st.unicode.org/v#/to//77a4762bd297d366
to	Tongan	Latin	moderate	moderate	n/a	KMF	Currencies	Eastern Africa	Eastern Africa: Comoros	KMF-name	https://st.unicode.org/v#/to//5dd22c68cb39f46
to	Tongan	Latin	moderate	moderate	n/a	KMF	Currencies	Eastern Africa	Eastern Africa: Comoros	KMF-name-other	https://st.unicode.org/v#/to//bff036d1b66f27e
to	Tongan	Latin	moderate	moderate	n/a	KPW	Currencies	Eastern Asia (C)	Eastern Asia: North Korea	KPW-name	https://st.unicode.org/v#/to//8fc6d3e8e10c119
to	Tongan	Latin	moderate	moderate	n/a	KPW	Currencies	Eastern Asia (C)	Eastern Asia: North Korea	KPW-name-other	https://st.unicode.org/v#/to//55d37b5e62cf2c93
to	Tongan	Latin	moderate	moderate	n/a	KRW	Currencies	Eastern Asia (C)	Eastern Asia: South Korea	KRW-name	https://st.unicode.org/v#/to//7624afff616fa0df
to	Tongan	Latin	moderate	moderate	n/a	KRW	Currencies	Eastern Asia (C)	Eastern Asia: South Korea	KRW-name-other	https://st.unicode.org/v#/to//69c90ea59824eea0
to	Tongan	Latin	moderate	moderate	n/a	KWD	Currencies	Western Asia (C)	Western Asia: Kuwait	KWD-name	https://st.unicode.org/v#/to//15db5bad7429d058
to	Tongan	Latin	moderate	moderate	n/a	KWD	Currencies	Western Asia (C)	Western Asia: Kuwait	KWD-name-other	https://st.unicode.org/v#/to//6f72fe374efeb352
to	Tongan	Latin	moderate	moderate	n/a	KYD	Currencies	North America (C)	Caribbean: Cayman Islands	KYD-name	https://st.unicode.org/v#/to//284e99f3386be848
to	Tongan	Latin	moderate	moderate	n/a	KYD	Currencies	North America (C)	Caribbean: Cayman Islands	KYD-name-other	https://st.unicode.org/v#/to//391cb60802a00fb2
to	Tongan	Latin	moderate	moderate	n/a	KZT	Currencies	Central Asia (C)	Central Asia: Kazakhstan	KZT-name	https://st.unicode.org/v#/to//2a294328edabbd1d
to	Tongan	Latin	moderate	moderate	n/a	KZT	Currencies	Central Asia (C)	Central Asia: Kazakhstan	KZT-name-other	https://st.unicode.org/v#/to//406d7e490e4e1f99
to	Tongan	Latin	moderate	moderate	n/a	LAK	Currencies	Southeast Asia (C)	Southeast Asia: Laos	LAK-name	https://st.unicode.org/v#/to//49503a352a7f2bca
to	Tongan	Latin	moderate	moderate	n/a	LAK	Currencies	Southeast Asia (C)	Southeast Asia: Laos	LAK-name-other	https://st.unicode.org/v#/to//7d00c8e5501fcd4e
to	Tongan	Latin	moderate	moderate	n/a	LBP	Currencies	Western Asia (C)	Western Asia: Lebanon	LBP-name	https://st.unicode.org/v#/to//4b37acbb7cedf75
to	Tongan	Latin	moderate	moderate	n/a	LBP	Currencies	Western Asia (C)	Western Asia: Lebanon	LBP-name-other	https://st.unicode.org/v#/to//6935ada2062dad2e
to	Tongan	Latin	moderate	moderate	n/a	LKR	Currencies	Southern Asia (C)	Southern Asia: Sri Lanka	LKR-name	https://st.unicode.org/v#/to//6d5dcadb1ae41a98
to	Tongan	Latin	moderate	moderate	n/a	LKR	Currencies	Southern Asia (C)	Southern Asia: Sri Lanka	LKR-name-other	https://st.unicode.org/v#/to//2703cb0bf4234bfa
to	Tongan	Latin	moderate	moderate	n/a	LRD	Currencies	Western Africa	Western Africa: Liberia	LRD-name	https://st.unicode.org/v#/to//2c2d999d15a87997
to	Tongan	Latin	moderate	moderate	n/a	LRD	Currencies	Western Africa	Western Africa: Liberia	LRD-name-other	https://st.unicode.org/v#/to//1a123a7af6de54ee
to	Tongan	Latin	moderate	moderate	n/a	LSL	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name	https://st.unicode.org/v#/to//73cdaa7e87cb07d1
to	Tongan	Latin	moderate	moderate	n/a	LSL	Currencies	Southern Africa	Southern Africa: Lesotho	LSL-name-other	https://st.unicode.org/v#/to//18e72d157fb85bce
to	Tongan	Latin	moderate	moderate	n/a	LYD	Currencies	Northern Africa	Northern Africa: Libya	LYD-name	https://st.unicode.org/v#/to//6baa4fe199699fcb
to	Tongan	Latin	moderate	moderate	n/a	LYD	Currencies	Northern Africa	Northern Africa: Libya	LYD-name-other	https://st.unicode.org/v#/to//4100d9c660331944
to	Tongan	Latin	moderate	moderate	n/a	MAD	Currencies	Northern Africa	Northern Africa: Morocco	MAD-name	https://st.unicode.org/v#/to//7af1e63ad53d7d18
to	Tongan	Latin	moderate	moderate	n/a	MAD	Currencies	Northern Africa	Northern Africa: Morocco	MAD-name-other	https://st.unicode.org/v#/to//2b0b78db588c0daf
to	Tongan	Latin	moderate	moderate	n/a	MDL	Currencies	Southern/Eastern Europe	Eastern Europe: Moldova	MDL-name	https://st.unicode.org/v#/to//f4c028b43d7edc0
to	Tongan	Latin	moderate	moderate	n/a	MDL	Currencies	Southern/Eastern Europe	Eastern Europe: Moldova	MDL-name-other	https://st.unicode.org/v#/to//4747a3384deaf2fa
to	Tongan	Latin	moderate	moderate	n/a	MGA	Currencies	Eastern Africa	Eastern Africa: Madagascar	MGA-name	https://st.unicode.org/v#/to//7ddc3aa0c2db9b9e
to	Tongan	Latin	moderate	moderate	n/a	MGA	Currencies	Eastern Africa	Eastern Africa: Madagascar	MGA-name-other	https://st.unicode.org/v#/to//3b41868091672b21
to	Tongan	Latin	moderate	moderate	n/a	MKD	Currencies	Southern/Eastern Europe	Southern Europe: North Macedonia	MKD-name	https://st.unicode.org/v#/to//6f5e12e68785495d
to	Tongan	Latin	moderate	moderate	n/a	MKD	Currencies	Southern/Eastern Europe	Southern Europe: North Macedonia	MKD-name-other	https://st.unicode.org/v#/to//7bd6daff663716d5
to	Tongan	Latin	moderate	moderate	n/a	MMK	Currencies	Southeast Asia (C)	Southeast Asia: Myanmar (Burma)	MMK-name	https://st.unicode.org/v#/to//4db49f41db2928e4
to	Tongan	Latin	moderate	moderate	n/a	MMK	Currencies	Southeast Asia (C)	Southeast Asia: Myanmar (Burma)	MMK-name-other	https://st.unicode.org/v#/to//79b248c7e6bf1b4
to	Tongan	Latin	moderate	moderate	n/a	MNT	Currencies	Eastern Asia (C)	Eastern Asia: Mongolia	MNT-name	https://st.unicode.org/v#/to//54da94bcc22a3d01
to	Tongan	Latin	moderate	moderate	n/a	MNT	Currencies	Eastern Asia (C)	Eastern Asia: Mongolia	MNT-name-other	https://st.unicode.org/v#/to//843cdec082641e7
to	Tongan	Latin	moderate	moderate	n/a	MOP	Currencies	Eastern Asia (C)	Eastern Asia: Macao SAR China	MOP-name	https://st.unicode.org/v#/to//179d04c59e747860
to	Tongan	Latin	moderate	moderate	n/a	MOP	Currencies	Eastern Asia (C)	Eastern Asia: Macao SAR China	MOP-name-other	https://st.unicode.org/v#/to//2793ba1099ef0629
to	Tongan	Latin	moderate	moderate	n/a	MRU	Currencies	Western Africa	Western Africa: Mauritania	MRU-name	https://st.unicode.org/v#/to//66721da90aee2dfe
to	Tongan	Latin	moderate	moderate	n/a	MRU	Currencies	Western Africa	Western Africa: Mauritania	MRU-name-other	https://st.unicode.org/v#/to//1c98e4ca89bad5c7
to	Tongan	Latin	moderate	moderate	n/a	MUR	Currencies	Eastern Africa	Eastern Africa: Mauritius	MUR-name	https://st.unicode.org/v#/to//3955735cdcd285dd
to	Tongan	Latin	moderate	moderate	n/a	MUR	Currencies	Eastern Africa	Eastern Africa: Mauritius	MUR-name-other	https://st.unicode.org/v#/to//6cc6e3e66c2bcfb0
to	Tongan	Latin	moderate	moderate	n/a	MVR	Currencies	Southern Asia (C)	Southern Asia: Maldives	MVR-name	https://st.unicode.org/v#/to//1aa997b592a67c78
to	Tongan	Latin	moderate	moderate	n/a	MVR	Currencies	Southern Asia (C)	Southern Asia: Maldives	MVR-name-other	https://st.unicode.org/v#/to//1c686cd10c4711b8
to	Tongan	Latin	moderate	moderate	n/a	MWK	Currencies	Eastern Africa	Eastern Africa: Malawi	MWK-name	https://st.unicode.org/v#/to//86eb22e4da2cbd0
to	Tongan	Latin	moderate	moderate	n/a	MWK	Currencies	Eastern Africa	Eastern Africa: Malawi	MWK-name-other	https://st.unicode.org/v#/to//3ee41f435d50a841
to	Tongan	Latin	moderate	moderate	n/a	MXN	Currencies	North America (C)	Central America: Mexico	MXN-name	https://st.unicode.org/v#/to//7b1066e051631b8a
to	Tongan	Latin	moderate	moderate	n/a	MXN	Currencies	North America (C)	Central America: Mexico	MXN-name-other	https://st.unicode.org/v#/to//7c0aae43f2809b94
to	Tongan	Latin	moderate	moderate	n/a	MYR	Currencies	Southeast Asia (C)	Southeast Asia: Malaysia	MYR-name	https://st.unicode.org/v#/to//406c9ae9e2a0b83d
to	Tongan	Latin	moderate	moderate	n/a	MYR	Currencies	Southeast Asia (C)	Southeast Asia: Malaysia	MYR-name-other	https://st.unicode.org/v#/to//299e0e96d40cb17d
to	Tongan	Latin	moderate	moderate	n/a	MZN	Currencies	Eastern Africa	Eastern Africa: Mozambique	MZN-name	https://st.unicode.org/v#/to//4d5e8d9ca37f1cc5
to	Tongan	Latin	moderate	moderate	n/a	MZN	Currencies	Eastern Africa	Eastern Africa: Mozambique	MZN-name-other	https://st.unicode.org/v#/to//cda5fb6aa376751
to	Tongan	Latin	moderate	moderate	n/a	NAD	Currencies	Southern Africa	Southern Africa: Namibia	NAD-name	https://st.unicode.org/v#/to//383b6ce2460980da
to	Tongan	Latin	moderate	moderate	n/a	NAD	Currencies	Southern Africa	Southern Africa: Namibia	NAD-name-other	https://st.unicode.org/v#/to//d97406a6cddac5
to	Tongan	Latin	moderate	moderate	n/a	NGN	Currencies	Western Africa	Western Africa: Nigeria	NGN-name	https://st.unicode.org/v#/to//2b24788d128a835a
to	Tongan	Latin	moderate	moderate	n/a	NGN	Currencies	Western Africa	Western Africa: Nigeria	NGN-name-other	https://st.unicode.org/v#/to//7ff1ed1e4ee16bf0
to	Tongan	Latin	moderate	moderate	n/a	NIO	Currencies	North America (C)	Central America: Nicaragua	NIO-name	https://st.unicode.org/v#/to//15a13ed4ca1341fc
to	Tongan	Latin	moderate	moderate	n/a	NIO	Currencies	North America (C)	Central America: Nicaragua	NIO-name-other	https://st.unicode.org/v#/to//3f3d157993e9d13e
to	Tongan	Latin	moderate	moderate	n/a	NOK	Currencies	Northern/Western Europe	Northern Europe: Norway	NOK-name	https://st.unicode.org/v#/to//2338e8c92ad9abd9
to	Tongan	Latin	moderate	moderate	n/a	NOK	Currencies	Northern/Western Europe	Northern Europe: Norway	NOK-name-other	https://st.unicode.org/v#/to//6d3a128fe61b6b78
to	Tongan	Latin	moderate	moderate	n/a	NPR	Currencies	Southern Asia (C)	Southern Asia: Nepal	NPR-name	https://st.unicode.org/v#/to//3d851a77d31434b9
to	Tongan	Latin	moderate	moderate	n/a	NPR	Currencies	Southern Asia (C)	Southern Asia: Nepal	NPR-name-other	https://st.unicode.org/v#/to//f80b05969a10413
to	Tongan	Latin	moderate	moderate	n/a	OMR	Currencies	Western Asia (C)	Western Asia: Oman	OMR-name	https://st.unicode.org/v#/to//4c819691655e3dc4
to	Tongan	Latin	moderate	moderate	n/a	OMR	Currencies	Western Asia (C)	Western Asia: Oman	OMR-name-other	https://st.unicode.org/v#/to//415775c5206e8422
to	Tongan	Latin	moderate	moderate	n/a	PAB	Currencies	North America (C)	Central America: Panama	PAB-name	https://st.unicode.org/v#/to//2359bf72d8a955af
to	Tongan	Latin	moderate	moderate	n/a	PAB	Currencies	North America (C)	Central America: Panama	PAB-name-other	https://st.unicode.org/v#/to//6d060936d6d1033b
to	Tongan	Latin	moderate	moderate	n/a	PEN	Currencies	South America (C)	South America: Peru	PEN-name	https://st.unicode.org/v#/to//44c778f9d12594e3
to	Tongan	Latin	moderate	moderate	n/a	PEN	Currencies	South America (C)	South America: Peru	PEN-name-other	https://st.unicode.org/v#/to//45052bb95a7dceed
to	Tongan	Latin	moderate	moderate	n/a	PHP	Currencies	Southeast Asia (C)	Southeast Asia: Philippines	PHP-name	https://st.unicode.org/v#/to//2e8116ba8ad3e54f
to	Tongan	Latin	moderate	moderate	n/a	PHP	Currencies	Southeast Asia (C)	Southeast Asia: Philippines	PHP-name-other	https://st.unicode.org/v#/to//33557f4baedfc113
to	Tongan	Latin	moderate	moderate	n/a	PKR	Currencies	Southern Asia (C)	Southern Asia: Pakistan	PKR-name	https://st.unicode.org/v#/to//1161f505b4d75314
to	Tongan	Latin	moderate	moderate	n/a	PKR	Currencies	Southern Asia (C)	Southern Asia: Pakistan	PKR-name-other	https://st.unicode.org/v#/to//756cde33d8f48a04
to	Tongan	Latin	moderate	moderate	n/a	PLN	Currencies	Southern/Eastern Europe	Eastern Europe: Poland	PLN-name	https://st.unicode.org/v#/to//1bc46b34391ef925
to	Tongan	Latin	moderate	moderate	n/a	PLN	Currencies	Southern/Eastern Europe	Eastern Europe: Poland	PLN-name-other	https://st.unicode.org/v#/to//69d32d366683281
to	Tongan	Latin	moderate	moderate	n/a	PYG	Currencies	South America (C)	South America: Paraguay	PYG-name	https://st.unicode.org/v#/to//35733e76807aa082
to	Tongan	Latin	moderate	moderate	n/a	PYG	Currencies	South America (C)	South America: Paraguay	PYG-name-other	https://st.unicode.org/v#/to//15e5c1f2e889f607
to	Tongan	Latin	moderate	moderate	n/a	QAR	Currencies	Western Asia (C)	Western Asia: Qatar	QAR-name	https://st.unicode.org/v#/to//65dd6541c0827b45
to	Tongan	Latin	moderate	moderate	n/a	QAR	Currencies	Western Asia (C)	Western Asia: Qatar	QAR-name-other	https://st.unicode.org/v#/to//68eaa0e959c51cfe
to	Tongan	Latin	moderate	moderate	n/a	RON	Currencies	Southern/Eastern Europe	Eastern Europe: Romania	RON-name	https://st.unicode.org/v#/to//6e2485fa6713dccc
to	Tongan	Latin	moderate	moderate	n/a	RON	Currencies	Southern/Eastern Europe	Eastern Europe: Romania	RON-name-other	https://st.unicode.org/v#/to//5a813c6de195b2f9
to	Tongan	Latin	moderate	moderate	n/a	RSD	Currencies	Southern/Eastern Europe	Southern Europe: Serbia	RSD-name	https://st.unicode.org/v#/to//48b5988916e93881
to	Tongan	Latin	moderate	moderate	n/a	RSD	Currencies	Southern/Eastern Europe	Southern Europe: Serbia	RSD-name-other	https://st.unicode.org/v#/to//689650121560be3d
to	Tongan	Latin	moderate	moderate	n/a	RUB	Currencies	Southern/Eastern Europe	Eastern Europe: Russia	RUB-name	https://st.unicode.org/v#/to//5204175e28d38353
to	Tongan	Latin	moderate	moderate	n/a	RUB	Currencies	Southern/Eastern Europe	Eastern Europe: Russia	RUB-name-other	https://st.unicode.org/v#/to//4b02256ab8a800d4
to	Tongan	Latin	moderate	moderate	n/a	RWF	Currencies	Eastern Africa	Eastern Africa: Rwanda	RWF-name	https://st.unicode.org/v#/to//65fee1386950ed50
to	Tongan	Latin	moderate	moderate	n/a	RWF	Currencies	Eastern Africa	Eastern Africa: Rwanda	RWF-name-other	https://st.unicode.org/v#/to//105abe7849fa3d81
to	Tongan	Latin	moderate	moderate	n/a	SAR	Currencies	Western Asia (C)	Western Asia: Saudi Arabia	SAR-name	https://st.unicode.org/v#/to//2ba04cd66be7e959
to	Tongan	Latin	moderate	moderate	n/a	SAR	Currencies	Western Asia (C)	Western Asia: Saudi Arabia	SAR-name-other	https://st.unicode.org/v#/to//2abac275d5ed0bc
to	Tongan	Latin	moderate	moderate	n/a	SCR	Currencies	Eastern Africa	Eastern Africa: Seychelles	SCR-name	https://st.unicode.org/v#/to//732d6f8063f1113
to	Tongan	Latin	moderate	moderate	n/a	SCR	Currencies	Eastern Africa	Eastern Africa: Seychelles	SCR-name-other	https://st.unicode.org/v#/to//663cea481a3cc5f3
to	Tongan	Latin	moderate	moderate	n/a	SDG	Currencies	Northern Africa	Northern Africa: Sudan	SDG-name	https://st.unicode.org/v#/to//54cd69dd09b60c61
to	Tongan	Latin	moderate	moderate	n/a	SDG	Currencies	Northern Africa	Northern Africa: Sudan	SDG-name-other	https://st.unicode.org/v#/to//7ef28a8bba78a868
to	Tongan	Latin	moderate	moderate	n/a	SEK	Currencies	Northern/Western Europe	Northern Europe: Sweden	SEK-name	https://st.unicode.org/v#/to//6e8fd0d1143af75f
to	Tongan	Latin	moderate	moderate	n/a	SEK	Currencies	Northern/Western Europe	Northern Europe: Sweden	SEK-name-other	https://st.unicode.org/v#/to//4a2c70ea05cb8aa4
to	Tongan	Latin	moderate	moderate	n/a	SGD	Currencies	Southeast Asia (C)	Southeast Asia: Singapore	SGD-name	https://st.unicode.org/v#/to//70830b3e6f11db5
to	Tongan	Latin	moderate	moderate	n/a	SGD	Currencies	Southeast Asia (C)	Southeast Asia: Singapore	SGD-name-other	https://st.unicode.org/v#/to//6428f96675ddacf8
to	Tongan	Latin	moderate	moderate	n/a	SHP	Currencies	Western Africa	Western Africa: St. Helena, Ascension & Tristan da Cunha	SHP-name	https://st.unicode.org/v#/to//28151e8a003d50bb
to	Tongan	Latin	moderate	moderate	n/a	SHP	Currencies	Western Africa	Western Africa: St. Helena, Ascension & Tristan da Cunha	SHP-name-other	https://st.unicode.org/v#/to//4de57af6d5a20bf8
to	Tongan	Latin	moderate	moderate	n/a	SLE	Currencies	Western Africa	Western Africa: Sierra Leone	SLE-name	https://st.unicode.org/v#/to//2c1c6b83758997be
to	Tongan	Latin	moderate	moderate	n/a	SLE	Currencies	Western Africa	Western Africa: Sierra Leone	SLE-name-other	https://st.unicode.org/v#/to//418ad404e9160ff5
to	Tongan	Latin	moderate	moderate	n/a	SLL	Currencies	Western Africa	Western Africa: Sierra Leone: SLL (old)	SLL-name	https://st.unicode.org/v#/to//770c9302f08cf129
to	Tongan	Latin	moderate	moderate	n/a	SLL	Currencies	Western Africa	Western Africa: Sierra Leone: SLL (old)	SLL-name-other	https://st.unicode.org/v#/to//7d9503e5da5eb88
to	Tongan	Latin	moderate	moderate	n/a	SOS	Currencies	Eastern Africa	Eastern Africa: Somalia	SOS-name	https://st.unicode.org/v#/to//aee0f2f76a417a2
to	Tongan	Latin	moderate	moderate	n/a	SOS	Currencies	Eastern Africa	Eastern Africa: Somalia	SOS-name-other	https://st.unicode.org/v#/to//749f8b496f3484c4
to	Tongan	Latin	moderate	moderate	n/a	SRD	Currencies	South America (C)	South America: Suriname	SRD-name	https://st.unicode.org/v#/to//2d5661ebf182ea67
to	Tongan	Latin	moderate	moderate	n/a	SRD	Currencies	South America (C)	South America: Suriname	SRD-name-other	https://st.unicode.org/v#/to//366a410afdcfb950
to	Tongan	Latin	moderate	moderate	n/a	SSP	Currencies	Eastern Africa	Eastern Africa: South Sudan	SSP-name	https://st.unicode.org/v#/to//1e4c9b46e8332814
to	Tongan	Latin	moderate	moderate	n/a	SSP	Currencies	Eastern Africa	Eastern Africa: South Sudan	SSP-name-other	https://st.unicode.org/v#/to//7af581760f38b029
to	Tongan	Latin	moderate	moderate	n/a	STN	Currencies	Middle Africa	Middle Africa: São Tomé & Príncipe	STN-name	https://st.unicode.org/v#/to//6c58702da7f5f975
to	Tongan	Latin	moderate	moderate	n/a	STN	Currencies	Middle Africa	Middle Africa: São Tomé & Príncipe	STN-name-other	https://st.unicode.org/v#/to//125750abb2fa6f0d
to	Tongan	Latin	moderate	moderate	n/a	SYP	Currencies	Western Asia (C)	Western Asia: Syria	SYP-name	https://st.unicode.org/v#/to//1c6ac79009378a3e
to	Tongan	Latin	moderate	moderate	n/a	SYP	Currencies	Western Asia (C)	Western Asia: Syria	SYP-name-other	https://st.unicode.org/v#/to//6588bf9738df391b
to	Tongan	Latin	moderate	moderate	n/a	SZL	Currencies	Southern Africa	Southern Africa: Eswatini	SZL-name	https://st.unicode.org/v#/to//64d98e6d10652a8f
to	Tongan	Latin	moderate	moderate	n/a	SZL	Currencies	Southern Africa	Southern Africa: Eswatini	SZL-name-other	https://st.unicode.org/v#/to//7483a173a3ea8705
to	Tongan	Latin	moderate	moderate	n/a	THB	Currencies	Southeast Asia (C)	Southeast Asia: Thailand	THB-name	https://st.unicode.org/v#/to//79ce9b6bb53c155f
to	Tongan	Latin	moderate	moderate	n/a	THB	Currencies	Southeast Asia (C)	Southeast Asia: Thailand	THB-name-other	https://st.unicode.org/v#/to//39ec430e6814d4be
to	Tongan	Latin	moderate	moderate	n/a	TJS	Currencies	Central Asia (C)	Central Asia: Tajikistan	TJS-name	https://st.unicode.org/v#/to//1ccf83fe883999fa
to	Tongan	Latin	moderate	moderate	n/a	TJS	Currencies	Central Asia (C)	Central Asia: Tajikistan	TJS-name-other	https://st.unicode.org/v#/to//5e565de05c2907bd
to	Tongan	Latin	moderate	moderate	n/a	TMT	Currencies	Central Asia (C)	Central Asia: Turkmenistan	TMT-name	https://st.unicode.org/v#/to//75860000e92b8b02
to	Tongan	Latin	moderate	moderate	n/a	TMT	Currencies	Central Asia (C)	Central Asia: Turkmenistan	TMT-name-other	https://st.unicode.org/v#/to//42a472578581176a
to	Tongan	Latin	moderate	moderate	n/a	TND	Currencies	Northern Africa	Northern Africa: Tunisia	TND-name	https://st.unicode.org/v#/to//73a60a5d0bdef125
to	Tongan	Latin	moderate	moderate	n/a	TND	Currencies	Northern Africa	Northern Africa: Tunisia	TND-name-other	https://st.unicode.org/v#/to//245ef6da57371757
to	Tongan	Latin	moderate	moderate	n/a	TRY	Currencies	Western Asia (C)	Western Asia: Türkiye	TRY-name	https://st.unicode.org/v#/to//6411097bf18d98f4
to	Tongan	Latin	moderate	moderate	n/a	TRY	Currencies	Western Asia (C)	Western Asia: Türkiye	TRY-name-other	https://st.unicode.org/v#/to//58b39ea2dc1b0a21
to	Tongan	Latin	moderate	moderate	n/a	TTD	Currencies	North America (C)	Caribbean: Trinidad & Tobago	TTD-name	https://st.unicode.org/v#/to//1b35ad5dfa4a275b
to	Tongan	Latin	moderate	moderate	n/a	TTD	Currencies	North America (C)	Caribbean: Trinidad & Tobago	TTD-name-other	https://st.unicode.org/v#/to//6266a09bb76629e4
to	Tongan	Latin	moderate	moderate	n/a	TWD	Currencies	Eastern Asia (C)	Eastern Asia: Taiwan	TWD-name	https://st.unicode.org/v#/to//5f7acd68757a6f54
to	Tongan	Latin	moderate	moderate	n/a	TWD	Currencies	Eastern Asia (C)	Eastern Asia: Taiwan	TWD-name-other	https://st.unicode.org/v#/to//259b54921bcd9b12
to	Tongan	Latin	moderate	moderate	n/a	TZS	Currencies	Eastern Africa	Eastern Africa: Tanzania	TZS-name	https://st.unicode.org/v#/to//c06401c2e762cc3
to	Tongan	Latin	moderate	moderate	n/a	TZS	Currencies	Eastern Africa	Eastern Africa: Tanzania	TZS-name-other	https://st.unicode.org/v#/to//e0fe70b059b5d70
to	Tongan	Latin	moderate	moderate	n/a	UAH	Currencies	Southern/Eastern Europe	Eastern Europe: Ukraine	UAH-name	https://st.unicode.org/v#/to//5b3dc472f0f89855
to	Tongan	Latin	moderate	moderate	n/a	UAH	Currencies	Southern/Eastern Europe	Eastern Europe: Ukraine	UAH-name-other	https://st.unicode.org/v#/to//11045d7d4af40497
to	Tongan	Latin	moderate	moderate	n/a	UGX	Currencies	Eastern Africa	Eastern Africa: Uganda	UGX-name	https://st.unicode.org/v#/to//70ad1080e10b0c4
to	Tongan	Latin	moderate	moderate	n/a	UGX	Currencies	Eastern Africa	Eastern Africa: Uganda	UGX-name-other	https://st.unicode.org/v#/to//233e89b75528a379
to	Tongan	Latin	moderate	moderate	n/a	USD	Currencies	North America (C)	Northern America: United States	USD-name	https://st.unicode.org/v#/to//373485933b14a065
to	Tongan	Latin	moderate	moderate	n/a	USD	Currencies	North America (C)	Northern America: United States	USD-name-other	https://st.unicode.org/v#/to//d262a61b952e7df
to	Tongan	Latin	moderate	moderate	n/a	UYU	Currencies	South America (C)	South America: Uruguay	UYU-name	https://st.unicode.org/v#/to//4b184ef10ba5b933
to	Tongan	Latin	moderate	moderate	n/a	UYU	Currencies	South America (C)	South America: Uruguay	UYU-name-other	https://st.unicode.org/v#/to//47653eb433702576
to	Tongan	Latin	moderate	moderate	n/a	UZS	Currencies	Central Asia (C)	Central Asia: Uzbekistan	UZS-name	https://st.unicode.org/v#/to//6e2f836249b6bad8
to	Tongan	Latin	moderate	moderate	n/a	UZS	Currencies	Central Asia (C)	Central Asia: Uzbekistan	UZS-name-other	https://st.unicode.org/v#/to//3847c97b0e7dc012
to	Tongan	Latin	moderate	moderate	n/a	VES	Currencies	South America (C)	South America: Venezuela	VES-name	https://st.unicode.org/v#/to//1fc1d6845d2b7bd8
