# Count	Section	Page	Subhead	Code

72	Currencies	Western Asia (C)	Western Asia: Georgia	GEL-symbol-variant
2	Date & Time	Gregorian	Formats - Standard - Time Formats	full
2	Date & Time	Gregorian	Formats - Standard - Time Formats	long
2	Date & Time	Gregorian	Formats - Standard - Time Formats	medium
2	Date & Time	Gregorian	Formats - Standard - Time Formats	short
2	Date & Time	Gregorian	Formats - Flexible - Date Formats	Gy
2	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMM
2	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMd
2	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMEd
2	Date & Time	Gregorian	Formats - Flexible - Date Formats	yMMMd
2	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	full
2	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	long
2	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	medium
2	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	short
2	Timezones	Timezone Display Patterns	null	Region Format - Generic
2	Timezones	Timezone Display Patterns	null	Region Format - Standard
2	Timezones	Timezone Display Patterns	null	Region Format - Daylight
2	Timezones	North America	America_Central	generic-long
2	Timezones	North America	America_Central	standard-long
2	Timezones	North America	America_Central	daylight-long
2	Timezones	North America	America_Eastern	generic-long
2	Timezones	North America	America_Eastern	standard-long
2	Timezones	North America	America_Eastern	daylight-long
2	Timezones	North America	America_Mountain	generic-long
2	Timezones	North America	America_Mountain	standard-long
2	Timezones	North America	America_Mountain	daylight-long
2	Timezones	North America	America_Pacific	generic-long
2	Timezones	North America	America_Pacific	standard-long
2	Timezones	North America	America_Pacific	daylight-long
2	Timezones	North America	Pierre_Miquelon	generic-long
2	Timezones	Overrides	Etc/UTC	standard-long
2	Currencies	North America (C)	Northern America: United States	USD-name-one
2	Currencies	North America (C)	Northern America: United States	USD-name-other
2	Currencies	North America (C)	Northern America: United States	USD-name
2	Currencies	North America (C)	Northern America: United States	USD-symbol
2	Currencies	South America (C)	South America: Brazil	BRL-name-one
2	Currencies	South America (C)	South America: Brazil	BRL-name-other
2	Currencies	South America (C)	South America: Brazil	BRL-name
2	Currencies	Northern/Western Europe	Northern Europe: United Kingdom	GBP-name-one
2	Currencies	Northern/Western Europe	Northern Europe: United Kingdom	GBP-name-other
2	Currencies	Northern/Western Europe	Northern Europe: United Kingdom	GBP-name
2	Currencies	Southern/Eastern Europe	Eastern Europe: Russia	RUB-name-one
2	Currencies	Southern/Eastern Europe	Eastern Europe: Russia	RUB-name-other
2	Currencies	Southern/Eastern Europe	Eastern Europe: Russia	RUB-name
2	Currencies	Eastern Asia (C)	Eastern Asia: China	CNY-name-one
2	Currencies	Eastern Asia (C)	Eastern Asia: China	CNY-name-other
2	Currencies	Eastern Asia (C)	Eastern Asia: China	CNY-name
2	Currencies	Eastern Asia (C)	Eastern Asia: Japan	JPY-name-one
2	Currencies	Eastern Asia (C)	Eastern Asia: Japan	JPY-name-other
2	Currencies	Unknown Region (C)	Unknown Region: XXX	XXX-name-other
2	Units	Measurement Systems	null	UK
2	Units	Duration	decade	long-other-locative
2	Units	Duration	decade	long-other-dative
2	Units	Duration	century	long-other-locative
2	Units	Duration	century	long-other-dative
2	Units	Duration	year	long-other-locative
2	Units	Duration	year	long-other-dative
2	Units	Duration	month	long-other-locative
2	Units	Duration	week	long-other-locative
2	Units	Duration	week	long-other-dative
2	Units	Duration	hour	long-other-locative
2	Units	Duration	hour	long-other-dative
2	Units	Duration	minute	long-other-locative
2	Units	Duration	minute	long-other-dative
2	Units	Duration	second	long-other-locative
2	Units	Duration	second	long-other-dative
2	Units	Graphics	em	long-one-locative
2	Units	Graphics	em	long-one-dative
2	Units	Graphics	em	long-few-locative
2	Units	Graphics	em	long-few-dative
2	Units	Graphics	em	long-other-locative
2	Units	Graphics	em	long-other-dative
2	Units	Length	meter	long-other-locative
2	Units	Length	meter	long-other-dative
2	Units	Length	mile-scandinavian	long-other-locative
2	Units	Length	mile-scandinavian	long-other-dative
2	Units	Area	hectare	long-other-locative
2	Units	Area	hectare	long-other-dative
2	Units	Volume	liter	long-other-locative
2	Units	Volume	pint-metric	long-other-locative
2	Units	Volume	pint-metric	long-other-dative
2	Units	Volume	cup-metric	long-other-locative
2	Units	Volume	cup-metric	long-other-dative
2	Units	Speed and Acceleration	g-force	long-one-dative
2	Units	Speed and Acceleration	g-force	long-few-dative
2	Units	Speed and Acceleration	g-force	long-other-locative
2	Units	Speed and Acceleration	g-force	long-other-dative
2	Units	Mass and Weight	metric-ton	long-other-locative
2	Units	Mass and Weight	metric-ton	long-other-dative
2	Units	Mass and Weight	kilogram	long-other-locative
2	Units	Mass and Weight	kilogram	long-other-dative
2	Units	Mass and Weight	gram	long-other-locative
2	Units	Mass and Weight	gram	long-other-dative
2	Units	Mass and Weight	carat	long-other-locative
2	Units	Mass and Weight	carat	long-other-dative
2	Units	Energy and Power	calorie	long-other-locative
2	Units	Energy and Power	calorie	long-other-dative
2	Units	Energy and Power	watt	long-other-locative
2	Units	Energy and Power	watt	long-other-dative
2	Units	Electrical and Frequency	ohm	long-other-locative
2	Units	Electrical and Frequency	ohm	long-other-dative
2	Units	Electrical and Frequency	volt	long-other-locative
2	Units	Electrical and Frequency	volt	long-other-dative
2	Units	Weather	bar	long-other-locative
2	Units	Weather	bar	long-other-dative
2	Units	Weather	atmosphere	long-other-locative
2	Units	Weather	generic	long-one-locative
2	Units	Weather	generic	long-one-dative
2	Units	Weather	generic	long-few-locative
2	Units	Weather	generic	long-few-dative
2	Units	Weather	generic	long-other-locative
2	Units	Weather	generic	long-other-dative
2	Units	Weather	kelvin	long-other-locative
2	Units	Weather	kelvin	long-other-dative
2	Units	Digital	byte	long-other-locative
2	Units	Digital	byte	long-other-dative
2	Units	Digital	bit	long-other-locative
2	Units	Digital	bit	long-other-dative
2	Units	Other Units	revolution	long-other-locative
2	Units	Other Units	revolution	long-other-dative
2	Units	Other Units	radian	long-other-locative
2	Units	Other Units	radian	long-other-dative
2	Units	Other Units	degree	long-other-locative
2	Units	Other Units	arc-minute	long-other-locative
2	Units	Other Units	arc-minute	long-other-dative
2	Units	Other Units	arc-second	long-other-locative
2	Units	Other Units	arc-second	long-other-dative
2	Units	Other Units	karat	long-other-locative
2	Units	Other Units	karat	long-other-dative
2	Units	Other Units	permillion	long-other-locative
2	Units	Other Units	permillion	long-other-dative
2	Units	Other Units	percent	long-other-locative
2	Units	Other Units	percent	long-other-dative
2	Units	Other Units	mole	long-other-locative
2	Units	Other Units	mole	long-other-dative
2	Units	Other Units	lux	long-other-locative
2	Units	Other Units	lux	long-other-dative
2	Units	Other Units	candela	long-other-locative
2	Units	Other Units	candela	long-other-dative
2	Units	Other Units	lumen	long-other-locative
2	Units	Other Units	lumen	long-other-dative
2	Units	Compound Units	power2	long-one-locative-inanimate
2	Units	Compound Units	power2	long-one-dative-inanimate
2	Units	Compound Units	power2	long-few-locative-inanimate
2	Units	Compound Units	power2	long-many-locative-feminine
2	Units	Compound Units	power2	long-other-dative-inanimate
2	Units	Compound Units	power2	long-other-dative-dgender
2	Units	Compound Units	power3	long-one-dative-inanimate
2	Units	Compound Units	power3	long-few-locative-inanimate
2	Units	Compound Units	power3	long-few-dative-inanimate
2	Units	Compound Units	power3	long-many-locative-feminine
2	Units	Compound Units	power3	long-other-dative-inanimate
2	Units	Compound Units	power3	long-other-dative-dgender
2	Units	Graphics	dot-per-centimeter	long-displayName
2	Units	Graphics	dot-per-centimeter	long-other-nominative
2	Locale Display Names	Scripts	Historic	Nagm
2	Timezones	Europe	Cities and Regions	Kiev
2	Timezones	Europe	Cities and Regions	Kiev-formal
2	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency
2	Numbers	Number Formatting Patterns	Standard Patterns 	accounting-currency
2	Special	Suppress	Gregorian	Formats - Standard - Date Formats-short
2	Units	Other Units	permillion	narrow-one-nominative
2	Units	Other Units	permillion	narrow-other-nominative
2	Units	Graphics	em	long-one-nominative
2	Units	Length	point	long-displayName
2	Units	Length	point	long-other-nominative
2	Units	Area	square-kilometer	long-per
2	Units	Area	square-mile	long-per
2	Units	Weather	pound-force-per-square-inch	long-displayName
2	Units	Weather	pound-force-per-square-inch	long-one-nominative
2	Units	Weather	pound-force-per-square-inch	long-other-nominative
2	Units	Other Units	kilowatt-hour-per-100-kilometer	long-one-nominative
2	Units	Other Units	candela	long-displayName
2	Units	Other Units	candela	long-one-nominative
2	Miscellaneous	Minimal Pairs	Gender (for measurement units)	masculine
2	Units	Weather	hectopascal	long-other-nominative
2	Miscellaneous	Minimal Pairs	Case (for measurement units)	oblique
2	Locale Display Names	Languages (A-D)	B	Bangla ► bn
2	Locale Display Names	Languages (A-D)	C	Central Kurdish ► ckb
2	Locale Display Names	Geographic Regions	Unknown Region	XB
2	Locale Display Names	Territories (North America)	Northern America	US-short
2	Locale Display Names	Territories (North America)	Caribbean	VI
2	Locale Display Names	Territories (Oceania)	Micronesian Region	UM
2	Date & Time	Fields	Relative Week	Period
2	Date & Time	Generic	Formats - Standard - Date Formats	short
2	Units	Digital	gigabyte	narrow-displayName
2	Units	Digital	gigabit	narrow-displayName
2	Units	Digital	megabyte	narrow-displayName
2	Units	Digital	kilobyte	narrow-displayName
2	Units	Other Units	revolution	short-other-nominative
2	Miscellaneous	Displaying Lists	Short “and” List	2
2	Miscellaneous	Displaying Lists	Short “and” List	end
2	Miscellaneous	Displaying Lists	“Or” List	2
2	Miscellaneous	Displaying Lists	“Or” List	end
2	Miscellaneous	Displaying Lists	Narrow Unit List	end
2	Units	Duration	decade	long-one-instrumental
2	Units	Duration	century	long-one-instrumental
2	Units	Duration	year	long-one-instrumental
2	Units	Duration	month	long-one-instrumental
2	Units	Duration	week	long-one-instrumental
2	Units	Duration	day	long-other-instrumental
2	Units	Duration	hour	long-one-instrumental
2	Units	Duration	minute	long-one-instrumental
2	Units	Duration	second	long-one-instrumental
2	Units	Graphics	em	long-one-accusative
2	Units	Graphics	em	long-one-instrumental
2	Units	Graphics	em	long-other-accusative
2	Units	Graphics	em	long-other-instrumental
2	Units	Graphics	pixel	long-one-accusative
2	Units	Graphics	pixel	long-other-accusative
2	Units	Length	meter	long-one-instrumental
2	Units	Length	mile-scandinavian	long-one-instrumental
2	Units	Area	hectare	long-one-instrumental
2	Units	Volume	liter	long-one-accusative
2	Units	Volume	liter	long-one-instrumental
2	Units	Volume	liter	long-other-accusative
2	Units	Volume	pint-metric	long-one-accusative
2	Units	Volume	pint-metric	long-one-instrumental
2	Units	Volume	cup-metric	long-one-instrumental
2	Units	Mass and Weight	metric-ton	long-one-instrumental
2	Units	Mass and Weight	kilogram	long-one-instrumental
2	Units	Mass and Weight	gram	long-one-instrumental
2	Units	Mass and Weight	carat	long-one-instrumental
2	Units	Energy and Power	calorie	long-one-instrumental
2	Units	Energy and Power	joule	long-one-accusative
2	Units	Energy and Power	joule	long-other-accusative
2	Units	Energy and Power	joule	long-other-instrumental
2	Units	Energy and Power	watt	long-one-instrumental
2	Units	Electrical and Frequency	ampere	long-one-accusative
2	Units	Electrical and Frequency	ampere	long-one-instrumental
2	Units	Electrical and Frequency	ampere	long-other-accusative
2	Units	Electrical and Frequency	ohm	long-one-instrumental
2	Units	Electrical and Frequency	volt	long-one-instrumental
2	Units	Electrical and Frequency	hertz	long-one-accusative
2	Units	Electrical and Frequency	hertz	long-other-accusative
2	Units	Electrical and Frequency	hertz	long-other-instrumental
2	Units	Weather	bar	long-one-instrumental
2	Units	Weather	atmosphere	long-one-accusative
2	Units	Weather	atmosphere	long-one-instrumental
2	Units	Weather	atmosphere	long-other-accusative
2	Units	Weather	pascal	long-one-accusative
2	Units	Weather	pascal	long-one-instrumental
2	Units	Weather	pascal	long-other-accusative
2	Units	Weather	celsius	long-one-instrumental
2	Units	Weather	celsius	long-other-accusative
2	Units	Weather	kelvin	long-one-instrumental
2	Units	Digital	byte	long-one-instrumental
2	Units	Digital	bit	long-one-instrumental
2	Units	Other Units	radian	long-one-instrumental
2	Units	Other Units	arc-minute	long-one-instrumental
2	Units	Other Units	arc-second	long-one-instrumental
2	Units	Other Units	karat	long-one-instrumental
2	Units	Other Units	permillion	long-one-instrumental
2	Units	Other Units	percent	long-one-instrumental
2	Units	Other Units	permyriad	long-one-instrumental
2	Units	Other Units	permyriad	long-other-accusative
2	Units	Other Units	permyriad	long-other-instrumental
2	Units	Other Units	mole	long-one-instrumental
2	Units	Other Units	newton	long-one-accusative
2	Units	Other Units	newton	long-one-instrumental
2	Units	Other Units	newton	long-other-accusative
2	Units	Other Units	lux	long-one-instrumental
2	Units	Other Units	candela	long-one-instrumental
2	Units	Volume	fluid-ounce	long-displayName
2	Units	Volume	fluid-ounce	long-one-nominative
2	Units	Volume	teaspoon	long-displayName
2	Units	Coordinates	east	long
2	Units	Coordinates	south	long
2	Units	Coordinates	west	long
2	Units	Other Units	item	long-displayName
2	Units	Other Units	permille	long-other-nominative
2	Units	Other Units	item	short-other-nominative
2	Units	Other Units	item	narrow-other-nominative
2	Units	Volume	fluid-ounce-imperial	long-displayName
2	Units	Volume	fluid-ounce-imperial	long-one-nominative
2	Units	Volume	fluid-ounce-imperial	long-other-nominative
2	Units	Other Units	revolution	long-one-nominative
2	Units	Other Units	permyriad	long-displayName
2	Units	Other Units	permyriad	long-one-nominative
2	Units	Other Units	permyriad	long-other-nominative
2	Units	Other Units	liter-per-kilometer	long-displayName
2	Units	Duration	millisecond	long-few-accusative
2	Units	Length	kilometer	long-few-accusative
2	Units	Length	decimeter	long-few-accusative
2	Units	Length	millimeter	long-few-accusative
2	Units	Length	micrometer	long-few-accusative
2	Units	Length	nanometer	long-few-accusative
2	Units	Length	picometer	long-few-accusative
2	Units	Area	square-kilometer	long-few-accusative
2	Units	Area	square-meter	long-few-accusative
2	Units	Area	square-centimeter	long-few-accusative
2	Units	Volume	cubic-kilometer	long-few-accusative
2	Units	Volume	cubic-meter	long-few-accusative
2	Units	Volume	cubic-centimeter	long-few-accusative
2	Units	Volume	megaliter	long-few-accusative
2	Units	Volume	hectoliter	long-few-accusative
2	Units	Volume	deciliter	long-few-accusative
2	Units	Volume	milliliter	long-few-accusative
2	Units	Speed and Acceleration	meter-per-square-second	long-few-accusative
2	Units	Speed and Acceleration	meter-per-square-second	long-many-locative
2	Units	Speed and Acceleration	meter-per-square-second	long-many-dative
2	Units	Speed and Acceleration	meter-per-square-second	long-many-instrumental
2	Units	Speed and Acceleration	kilometer-per-hour	long-few-accusative
2	Units	Speed and Acceleration	meter-per-second	long-few-accusative
2	Units	Mass and Weight	milligram	long-few-accusative
2	Units	Mass and Weight	microgram	long-few-accusative
2	Units	Energy and Power	kilojoule	long-few-accusative
2	Units	Energy and Power	gigawatt	long-few-accusative
2	Units	Energy and Power	megawatt	long-few-accusative
2	Units	Energy and Power	kilowatt	long-few-accusative
2	Units	Energy and Power	milliwatt	long-few-accusative
2	Units	Electrical and Frequency	milliampere	long-few-accusative
2	Units	Electrical and Frequency	gigahertz	long-few-accusative
2	Units	Electrical and Frequency	megahertz	long-few-accusative
2	Units	Electrical and Frequency	kilohertz	long-few-accusative
2	Units	Weather	millibar	long-few-accusative
2	Units	Weather	hectopascal	long-few-accusative
2	Units	Weather	kilopascal	long-few-accusative
2	Units	Weather	megapascal	long-few-accusative
2	Units	Digital	petabyte	long-few-accusative
2	Units	Digital	petabyte	long-many-locative
2	Units	Digital	terabyte	long-few-accusative
2	Units	Digital	terabit	long-few-accusative
2	Units	Digital	gigabyte	long-few-accusative
2	Units	Digital	gigabit	long-few-accusative
2	Units	Digital	megabyte	long-few-accusative
2	Units	Digital	megabit	long-few-accusative
2	Units	Digital	kilobyte	long-few-accusative
2	Units	Digital	kilobit	long-few-accusative
2	Units	Other Units	millimole-per-liter	long-few-accusative
2	Units	Other Units	millimole-per-liter	long-many-locative
2	Units	Other Units	item	long-few-accusative
2	Units	Other Units	liter-per-kilometer	long-few-accusative
2	Units	Other Units	liter-per-100-kilometer	long-few-accusative
2	Units	Other Units	kilowatt-hour-per-100-kilometer	long-few-accusative
2	Units	Other Units	newton-meter	long-few-accusative
2	Units	Volume	fluid-ounce	long-gender
2	Units	Mass and Weight	ounce	long-gender
2	Units	Other Units	permillion	long-displayName
2	Units	Other Units	permyriad	long-few-genitive
2	Units	Duration	millisecond	long-many-dative
2	Units	Duration	millisecond	long-many-instrumental
2	Units	Duration	microsecond	long-many-dative
2	Units	Duration	microsecond	long-many-instrumental
2	Units	Duration	nanosecond	long-many-dative
2	Units	Duration	nanosecond	long-many-instrumental
2	Units	Graphics	megapixel	long-many-dative
2	Units	Graphics	megapixel	long-many-instrumental
2	Units	Graphics	pixel-per-centimeter	long-many-dative
2	Units	Graphics	pixel-per-centimeter	long-many-instrumental
2	Units	Length	decimeter	long-many-dative
2	Units	Length	decimeter	long-many-instrumental
2	Units	Length	micrometer	long-many-dative
2	Units	Length	micrometer	long-many-instrumental
2	Units	Length	nanometer	long-many-dative
2	Units	Length	nanometer	long-many-instrumental
2	Units	Area	square-meter	long-many-dative
2	Units	Area	square-meter	long-many-instrumental
2	Units	Volume	cubic-kilometer	long-many-dative
2	Units	Volume	cubic-kilometer	long-many-instrumental
2	Units	Volume	cubic-meter	long-many-dative
2	Units	Volume	cubic-meter	long-many-instrumental
2	Units	Volume	megaliter	long-many-dative
2	Units	Volume	megaliter	long-many-instrumental
2	Units	Volume	hectoliter	long-many-dative
2	Units	Volume	hectoliter	long-many-instrumental
2	Units	Mass and Weight	milligram	long-many-nominative
2	Units	Mass and Weight	microgram	long-many-nominative
2	Units	Mass and Weight	microgram	long-many-accusative
2	Units	Mass and Weight	microgram	long-many-genitive
2	Units	Mass and Weight	microgram	long-many-dative
2	Units	Mass and Weight	microgram	long-many-instrumental
2	Units	Energy and Power	kilojoule	long-many-dative
2	Units	Energy and Power	kilojoule	long-many-instrumental
2	Units	Energy and Power	kilowatt-hour	long-many-dative
2	Units	Energy and Power	kilowatt-hour	long-many-instrumental
2	Units	Energy and Power	gigawatt	long-many-dative
2	Units	Energy and Power	gigawatt	long-many-instrumental
2	Units	Energy and Power	megawatt	long-many-dative
2	Units	Energy and Power	megawatt	long-many-instrumental
2	Units	Energy and Power	kilowatt	long-many-dative
2	Units	Energy and Power	kilowatt	long-many-instrumental
2	Units	Energy and Power	milliwatt	long-many-dative
2	Units	Energy and Power	milliwatt	long-many-instrumental
2	Units	Electrical and Frequency	milliampere	long-many-dative
2	Units	Electrical and Frequency	milliampere	long-many-instrumental
2	Units	Electrical and Frequency	gigahertz	long-many-dative
2	Units	Electrical and Frequency	gigahertz	long-many-instrumental
2	Units	Electrical and Frequency	megahertz	long-many-dative
2	Units	Electrical and Frequency	megahertz	long-many-instrumental
2	Units	Electrical and Frequency	kilohertz	long-many-dative
2	Units	Electrical and Frequency	kilohertz	long-many-instrumental
2	Units	Weather	millibar	long-many-dative
2	Units	Weather	millibar	long-many-instrumental
2	Units	Weather	hectopascal	long-many-dative
2	Units	Weather	hectopascal	long-many-instrumental
2	Units	Weather	megapascal	long-many-dative
2	Units	Weather	megapascal	long-many-instrumental
2	Units	Other Units	item	long-many-dative
2	Units	Other Units	item	long-many-instrumental
2	Units	Other Units	liter-per-kilometer	long-many-dative
2	Units	Other Units	liter-per-kilometer	long-many-instrumental
2	Units	Other Units	kilowatt-hour-per-100-kilometer	long-many-dative
2	Units	Other Units	kilowatt-hour-per-100-kilometer	long-many-instrumental
2	Units	Other Units	newton-meter	long-many-dative
2	Units	Other Units	newton-meter	long-many-instrumental
2	Locale Display Names	Territories (Asia)	Southeast Asia	TL
2	Units	Duration	decade	long-one-locative
2	Units	Duration	decade	long-one-dative
2	Units	Duration	century	long-one-locative
2	Units	Duration	century	long-one-dative
2	Units	Compound Units	power2	long-one-locative-feminine
2	Units	Compound Units	power2	long-one-dative-feminine
2	Units	Compound Units	power3	long-one-locative-feminine
2	Units	Compound Units	power3	long-one-dative-feminine
2	Miscellaneous	Minimal Pairs	Case (for measurement units)	instrumental
2	Units	Duration	millisecond	long-other-nominative
2	Units	Graphics	dot-per-centimeter	long-few-nominative
2	Units	Graphics	dot-per-inch	long-few-nominative
2	Units	Graphics	megapixel	long-few-nominative
2	Units	Speed and Acceleration	meter-per-square-second	long-displayName
2	Units	Energy and Power	joule	long-few-instrumental
2	Units	Electrical and Frequency	hertz	long-few-instrumental
2	Units	Graphics	pixel	long-few-instrumental
2	Units	Other Units	permille	short-other-nominative
1	Units	Duration	week	long-per
1	Units	Duration	day	long-per
1	Units	Duration	hour	long-per
1	Units	Duration	second	long-per
1	Units	Digital	byte	long-gender
1	Units	Digital	bit	long-gender
1	Miscellaneous	Minimal Pairs	Plural	zero
1	Core Data	Alphabetic Information	Yes and No	posix-no
1	Locale Display Names	Languages (A-D)	B	Bodo ► brx
1	Locale Display Names	Languages (A-D)	C	Chinese ► zh_Hant
1	Locale Display Names	Languages (E-J)	E	English ► en
1	Locale Display Names	Languages (E-J)	E	English ► en_AU
1	Locale Display Names	Languages (E-J)	E	English ► en_CA
1	Locale Display Names	Languages (E-J)	E	English ► en_GB
1	Locale Display Names	Languages (E-J)	G	German ► de
1	Locale Display Names	Languages (E-J)	G	German ► de_AT
1	Locale Display Names	Languages (E-J)	J	Japanese ► ja
1	Locale Display Names	Languages (O-S)	P	Portuguese ► pt
1	Locale Display Names	Languages (O-S)	R	Russian ► ru
1	Locale Display Names	Languages (T-Z)	U	Unknown language ► und
1	Locale Display Names	Scripts	Major Use	Arab
1	Locale Display Names	Scripts	Major Use	Cyrl
1	Locale Display Names	Scripts	Major Use	Deva
1	Locale Display Names	Scripts	Other	Zxxx
1	Locale Display Names	Geographic Regions	Unknown Region	ZZ
1	Locale Display Names	Territories (North America)	Northern America	US
1	Locale Display Names	Territories (South America)	South America	BR
1	Locale Display Names	Territories (Europe)	Northern Europe	GB
1	Locale Display Names	Territories (Europe)	Western Europe	DE
1	Locale Display Names	Territories (Europe)	Western Europe	FR
1	Locale Display Names	Territories (Europe)	Eastern Europe	RU
1	Locale Display Names	Territories (Europe)	Southern Europe	IT
1	Locale Display Names	Territories (Asia)	Eastern Asia	CN
1	Locale Display Names	Keys	calendar	calendar-gregorian
1	Date & Time	Fields	Date Fields	era
1	Date & Time	Fields	Date Fields	week-short
1	Date & Time	Fields	Date Fields	week-narrow
1	Date & Time	Fields	Date Fields	weekday
1	Date & Time	Fields	Date Fields	hour-short
1	Date & Time	Fields	Date Fields	hour-narrow
1	Date & Time	Fields	Date Fields	minute
1	Date & Time	Fields	Date Fields	minute-short
1	Date & Time	Fields	Date Fields	minute-narrow
1	Date & Time	Fields	Relative Sunday	-1
1	Date & Time	Fields	Relative Sunday	0
1	Date & Time	Fields	Relative Sunday	1
1	Date & Time	Gregorian	Eras - abbreviated	0
1	Date & Time	Gregorian	Eras - abbreviated	1
1	Date & Time	Gregorian	Quarters - wide - Formatting	1
1	Date & Time	Gregorian	Quarters - wide - Formatting	2
1	Date & Time	Gregorian	Quarters - wide - Formatting	3
1	Date & Time	Gregorian	Quarters - wide - Formatting	4
1	Date & Time	Gregorian	Quarters - wide - Standalone	1
1	Date & Time	Gregorian	Quarters - wide - Standalone	2
1	Date & Time	Gregorian	Quarters - wide - Standalone	3
1	Date & Time	Gregorian	Quarters - wide - Standalone	4
1	Date & Time	Gregorian	Months - wide - Formatting	Feb
1	Date & Time	Gregorian	Months - wide - Formatting	Mar
1	Date & Time	Gregorian	Months - wide - Formatting	Apr
1	Date & Time	Gregorian	Months - wide - Formatting	Jul
1	Date & Time	Gregorian	Months - wide - Formatting	Aug
1	Date & Time	Gregorian	Months - wide - Formatting	Sep
1	Date & Time	Gregorian	Months - wide - Formatting	Oct
1	Date & Time	Gregorian	Months - wide - Formatting	Nov
1	Date & Time	Gregorian	Months - wide - Formatting	Dec
1	Date & Time	Gregorian	Months - wide - Standalone	Feb
1	Date & Time	Gregorian	Months - wide - Standalone	Mar
1	Date & Time	Gregorian	Months - wide - Standalone	Apr
1	Date & Time	Gregorian	Months - wide - Standalone	Jul
1	Date & Time	Gregorian	Months - wide - Standalone	Aug
1	Date & Time	Gregorian	Months - wide - Standalone	Sep
1	Date & Time	Gregorian	Months - wide - Standalone	Oct
1	Date & Time	Gregorian	Months - wide - Standalone	Nov
1	Date & Time	Gregorian	Months - wide - Standalone	Dec
1	Date & Time	Gregorian	Months - abbreviated - Formatting	Jan
1	Date & Time	Gregorian	Months - abbreviated - Formatting	Feb
1	Date & Time	Gregorian	Months - abbreviated - Formatting	Mar
1	Date & Time	Gregorian	Months - abbreviated - Formatting	Apr
1	Date & Time	Gregorian	Months - abbreviated - Formatting	Jul
1	Date & Time	Gregorian	Months - abbreviated - Formatting	Aug
1	Date & Time	Gregorian	Months - abbreviated - Formatting	Oct
1	Date & Time	Gregorian	Months - abbreviated - Formatting	Nov
1	Date & Time	Gregorian	Months - abbreviated - Formatting	Dec
1	Date & Time	Gregorian	Months - abbreviated - Standalone	Jan
1	Date & Time	Gregorian	Months - abbreviated - Standalone	Feb
1	Date & Time	Gregorian	Months - abbreviated - Standalone	Apr
1	Date & Time	Gregorian	Months - abbreviated - Standalone	Oct
1	Date & Time	Gregorian	Months - abbreviated - Standalone	Nov
1	Date & Time	Gregorian	Months - abbreviated - Standalone	Dec
1	Date & Time	Gregorian	Months - narrow - Formatting	Feb
1	Date & Time	Gregorian	Months - narrow - Formatting	Mar
1	Date & Time	Gregorian	Months - narrow - Formatting	May
1	Date & Time	Gregorian	Months - narrow - Formatting	Jun
1	Date & Time	Gregorian	Months - narrow - Formatting	Jul
1	Date & Time	Gregorian	Months - narrow - Formatting	Sep
1	Date & Time	Gregorian	Months - narrow - Formatting	Dec
1	Date & Time	Gregorian	Months - narrow - Standalone	Feb
1	Date & Time	Gregorian	Months - narrow - Standalone	Mar
1	Date & Time	Gregorian	Months - narrow - Standalone	May
1	Date & Time	Gregorian	Months - narrow - Standalone	Jun
1	Date & Time	Gregorian	Months - narrow - Standalone	Jul
1	Date & Time	Gregorian	Months - narrow - Standalone	Sep
1	Date & Time	Gregorian	Months - narrow - Standalone	Dec
1	Date & Time	Gregorian	Days - wide - Standalone	wed
1	Date & Time	Gregorian	Days - wide - Standalone	thu
1	Date & Time	Gregorian	Days - abbreviated - Standalone	wed
1	Date & Time	Gregorian	Days - abbreviated - Standalone	thu
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	Bh
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	Bhm
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	Bhms
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	EBhm
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	EBhms
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	Ehm
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	Ehms
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	h
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	hm
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	hms
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	hmsv
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	hmv
1	Date & Time	Gregorian	Formats - Intervals - Date Formats	yMMMd/y
1	Timezones	Timezone Display Patterns	null	GMT Format
1	Timezones	Timezone Display Patterns	null	GMT Zero Format
1	Timezones	North America	Alaska	generic-long
1	Timezones	North America	Atlantic	generic-long
1	Timezones	North America	Atlantic	standard-long
1	Timezones	North America	Atlantic	daylight-long
1	Timezones	North America	Cuba	generic-long
1	Timezones	North America	Greenland_Western	generic-long
