# Count	Section	Page	Subhead	Code

15	Numbers	Compact Decimal Formatting	Short Currency 	15-digits-short-other
1	Units	Energy and Power	kilojoule	narrow-one-nominative
1	Units	Energy and Power	joule	narrow-one-nominative
1	Units	Energy and Power	kilowatt-hour	narrow-one-nominative
1	Units	Energy and Power	electronvolt	narrow-one-nominative
1	Units	Energy and Power	gigawatt	narrow-one-nominative
1	Units	Energy and Power	megawatt	narrow-one-nominative
1	Units	Energy and Power	kilowatt	narrow-one-nominative
1	Units	Energy and Power	watt	narrow-one-nominative
1	Units	Energy and Power	milliwatt	narrow-one-nominative
1	Units	Electrical and Frequency	ampere	narrow-one-nominative
1	Units	Electrical and Frequency	milliampere	narrow-one-nominative
1	Units	Electrical and Frequency	milliampere	narrow-other-nominative
1	Units	Electrical and Frequency	volt	narrow-one-nominative
1	Units	Electrical and Frequency	gigahertz	narrow-one-nominative
1	Units	Electrical and Frequency	gigahertz	narrow-other-nominative
1	Units	Electrical and Frequency	megahertz	narrow-one-nominative
1	Units	Electrical and Frequency	megahertz	narrow-other-nominative
1	Units	Electrical and Frequency	kilohertz	narrow-one-nominative
1	Units	Electrical and Frequency	kilohertz	narrow-other-nominative
1	Units	Electrical and Frequency	hertz	narrow-one-nominative
1	Units	Electrical and Frequency	hertz	narrow-other-nominative
1	Units	Weather	millimeter-ofhg	narrow-displayName
1	Units	Weather	bar	narrow-one-nominative
1	Units	Weather	bar	narrow-other-nominative
1	Units	Weather	pascal	narrow-one-nominative
1	Units	Weather	kelvin	narrow-one-nominative
1	Units	Weather	kelvin	narrow-other-nominative
1	Units	Digital	petabyte	narrow-one-nominative
1	Units	Digital	petabyte	narrow-other-nominative
1	Units	Digital	terabyte	narrow-one-nominative
1	Units	Digital	terabyte	narrow-other-nominative
1	Units	Digital	terabit	narrow-one-nominative
1	Units	Digital	terabit	narrow-other-nominative
1	Units	Digital	gigabyte	narrow-one-nominative
1	Units	Digital	gigabyte	narrow-other-nominative
1	Units	Digital	megabyte	narrow-one-nominative
1	Units	Digital	megabyte	narrow-other-nominative
1	Units	Digital	megabit	narrow-one-nominative
1	Units	Digital	megabit	narrow-other-nominative
1	Units	Digital	kilobyte	narrow-one-nominative
1	Units	Digital	kilobyte	narrow-other-nominative
1	Units	Digital	kilobit	narrow-one-nominative
1	Units	Digital	kilobit	narrow-other-nominative
1	Units	Digital	bit	narrow-one-nominative
1	Units	Digital	bit	narrow-other-nominative
1	Units	Coordinates	north	narrow
1	Units	Other Units Metric	radian	narrow-one-nominative
1	Units	Other Units Metric	radian	narrow-other-nominative
1	Units	Other Units Metric	karat	narrow-one-nominative
1	Units	Other Units Metric	karat	narrow-other-nominative
1	Units	Other Units Metric	lux	narrow-one-nominative
1	Units	Other Units Metric	lux	narrow-other-nominative
1	Units	Other Units Metric Per	milligram-ofglucose-per-deciliter	narrow-one-nominative
1	Units	Other Units Metric Per	milligram-ofglucose-per-deciliter	narrow-other-nominative
1	Date & Time	Dangi	Formats - Intervals - Date Formats	hm/a
1	Date & Time	Dangi	Formats - Intervals - Date Formats	hm/h
1	Date & Time	Dangi	Formats - Intervals - Date Formats	hm/m
1	Date & Time	Dangi	Formats - Intervals - Date Formats	hmv/a
1	Date & Time	Dangi	Formats - Intervals - Date Formats	hmv/h
1	Date & Time	Dangi	Formats - Intervals - Date Formats	hmv/m
1	Date & Time	Relative	Relative Year Narrow	past-one
1	Date & Time	Relative	Relative Year Narrow	past-other
1	Date & Time	Fields	Date Fields	minute
1	Date & Time	Fields	Date Fields	hour
1	Date & Time	Relative	Relative Day	-2
1	Date & Time	Fields	Date Fields	day
1	Units	Other Units Metric Per	percent	narrow-few-nominative
1	Units	Other Units Metric Per	percent	narrow-many-nominative
1	Units	Other Units Metric Per	permille	narrow-one-nominative
1	Units	Other Units Metric Per	permille	narrow-few-nominative
1	Units	Other Units Metric Per	permille	narrow-many-nominative
1	Units	Other Units Metric Per	permille	narrow-other-nominative
1	Units	Other Units Metric Per	permyriad	narrow-one-nominative
1	Units	Other Units Metric Per	permyriad	narrow-few-nominative
1	Units	Other Units Metric Per	permyriad	narrow-many-nominative
1	Units	Other Units Metric Per	permyriad	narrow-other-nominative
1	Units	Duration	millisecond	narrow-other-nominative
1	Core Data	Alphabetic Information	Ellipsis	word-final
1	Core Data	Alphabetic Information	Ellipsis	word-initial
1	Core Data	Alphabetic Information	Ellipsis	word-medial
1	Locale Display Names	Territories (Asia)	Eastern Asia	CN
1	Date & Time	Gregorian	Formats - Flexible - Date Formats	GyMMMEd
1	Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	EHm
1	Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	EHms
1	Date & Time	Generic	Formats - Standard - Date Formats	short
1	Date & Time	Generic	Formats - Standard - Date & Time Combination Formats	full
1	Date & Time	Generic	Formats - Flexible - Date Formats	Gy
1	Date & Time	Generic	Formats - Flexible - Date Formats	MMMEd
1	Date & Time	Generic	Formats - Flexible - Date Formats	y
1	Date & Time	Generic	Formats - Flexible - Date Formats	yyyy
1	Date & Time	Generic	Formats - Flexible - Date Formats	yyyyMMMM
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMEd/d
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMEd/M
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMEd/y
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMMM/M
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMMM/y
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMMMd/d
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMMMd/M
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMMMd/y
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMMMEd/d
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMMMEd/M
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMMMEd/y
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMMMM/M
1	Date & Time	Generic	Formats - Intervals - Date Formats	yMMMM/y
1	Date & Time	Minguo	Formats - Standard - Date Formats	full
1	Currencies	Eastern Asia (C)	Eastern Asia: China	CNY-symbol
1	Currencies	Eastern Asia (C)	Eastern Asia: Japan	JPY-symbol
1	Units	Speed and Acceleration	meter-per-square-second	short-other-nominative
1	Locale Display Names	Keys	collation	collation-ducet
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	hmsv
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	hmv
1	Date & Time	Gregorian	Formats - Flexible - 24 Hour Time Formats	Hmsv
1	Date & Time	Generic	Formats - Flexible - 12 Hour Time Formats	EBhm
1	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	full
1	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	long
1	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	medium
1	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	short
1	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	full-atTime
1	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	long-atTime
1	Date & Time	Gregorian	Formats - Standard - Date & Time Combination Formats	medium-atTime
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	EBhm
1	Date & Time	Gregorian	Formats - Flexible - 12 Hour Time Formats	EBhms
