# Count	Section	Page	Subhead	Code

133	Numbers	Number Formatting Patterns	Standard Patterns 	standard-currency-alphaNextToNumber
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv088
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv089
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv090
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv091
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv092
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv093
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv094
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv095
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv096
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv097
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv098
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv099
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv100
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv101
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv102
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv103
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv104
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv105
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv106
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv107
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv108
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv109
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	lv110
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no42
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no46
12	Locale Display Names	Territories (Europe)	Northern Europe-Subdivisions	no50
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	li01
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	li02
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	li03
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	li04
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	li05
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	li06
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	li08
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	li09
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	luca
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	lucl
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	ludi
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	luec
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	lues
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	lugr
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	lulu
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	lume
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	lurd
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	lurm
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	luvd
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	luwi
12	Locale Display Names	Territories (Europe)	Western Europe-Subdivisions	mcfo
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	bg22
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	cz20a
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	cz209
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	cz646
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	cz647
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdan
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdbr
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdbs
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdca
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdcl
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdcm
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdcr
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdcs
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdct
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mddo
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mddr
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mddu
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mded
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdfa
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdfl
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdgl
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdhi
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdia
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdle
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdni
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdoc
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdor
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdre
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdri
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdsd
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdsi
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdso
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdst
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdsv
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdta
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdte
12	Locale Display Names	Territories (Europe)	Eastern Europe-Subdivisions	mdun
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	ad08
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	grm
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	itge
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mk814
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt01
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt02
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt05
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt07
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt08
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt09
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt10
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt11
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt12
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt14
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt15
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt16
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt17
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt18
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt19
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt22
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt24
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt26
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt27
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt28
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt30
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt31
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt32
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt33
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt34
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt35
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt36
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt37
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt38
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt39
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt40
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt42
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt44
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt47
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt49
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt50
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt51
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt52
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt53
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt54
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt57
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt58
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt61
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt62
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt63
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	mt68
12	Locale Display Names	Territories (Europe)	Southern Europe-Subdivisions	si061
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	azye
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	bh13
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	bh14
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	bh15
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	bh17
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	iqan
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	iqba
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	iqbb
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	iqbg
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	iqdi
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	iqka
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	iqki
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	iqma
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	iqmu
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	iqqa
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	iqwa
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	joaj
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	joam
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	joaq
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	joat
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	joaz
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	joba
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	joir
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	joja
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	joka
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	joma
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	jomd
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	jomn
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	kwah
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	kwfa
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	kwha
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	kwku
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	kwmu
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	lbas
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	lbba
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	lbbi
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	lbjl
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	lbna
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	ombj
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	ombs
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	omsj
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	omss
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	psbth
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	pshbn
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	psnbs
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	psngz
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	psqqa
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	psrbh
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	psslt
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	pstkm
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	qams
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	qara
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	qaus
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	qaza
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	sydi
12	Locale Display Names	Territories (Asia)	Western Asia-Subdivisions	yead
12	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	tjkt
12	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	tjra
12	Locale Display Names	Territories (Asia)	Central Asia-Subdivisions	tjsu
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	kp02
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	kp03
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	kp10
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	kp13
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	kr50
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	mn035
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	mn039
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	mn041
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	mn043
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	mn047
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	mn049
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	mn051
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	mn053
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	mn055
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	mn057
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	mn064
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twcha
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twcyi
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twcyq
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twhsq
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twhua
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twila
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twkee
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twkin
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twmia
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twnan
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twpif
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twtao
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twtnn
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twttt
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twtxg
12	Locale Display Names	Territories (Asia)	Eastern Asia-Subdivisions	twyun
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bd06
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bd54
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bd55
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bd60
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bda
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bdb
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bdc
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bdd
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bde
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bdf
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bdg
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bt21
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bt22
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bt32
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bt34
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bt41
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bt42
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bt43
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bt44
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	bt45
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	btga
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	btty
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	indh
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	ir31
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk12
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk13
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk22
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk23
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk31
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk32
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk33
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk41
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk42
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk43
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk45
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk52
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk61
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk62
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk72
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk81
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk91
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	lk92
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv00
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv02
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv03
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv04
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv05
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv07
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv12
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv13
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv14
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv17
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv20
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv23
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv24
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv25
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv26
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv27
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv28
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	mv29
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	npba
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	npbh
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	npdh
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	npga
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	npja
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	npma
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	npme
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	npna
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	npra
12	Locale Display Names	Territories (Asia)	Southern Asia-Subdivisions	npse
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	bnbe
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	bnbm
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	bnte
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	bntu
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	kh25
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	lalp
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	mm07
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	mm18
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my03
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my05
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my08
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my09
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my10
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	my11
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	ph01
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	ph02
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	ph03
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	ph05
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	ph06
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	ph09
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	ph10
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	ph13
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	ph15
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	ph40
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	ph41
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phabr
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phagn
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phags
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phakl
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phalb
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phant
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phapa
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phaur
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phbas
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phben
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phbil
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phbtg
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phbtn
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phbuk
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phbul
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phcag
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phcam
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phcan
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phcap
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phcas
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phcat
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phcav
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phcom
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phdao
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phdas
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phdav
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phdin
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	pheas
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phgui
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phifu
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phili
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phisa
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phkal
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phlag
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phlan
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phlas
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phley
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phmad
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phmag
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phmas
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phmdc
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phmdr
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phmou
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phmsc
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phmsr
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phnco
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phnec
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phner
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phnsa
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phnue
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phnuv
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phpam
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phque
12	Locale Display Names	Territories (Asia)	Southeast Asia-Subdivisions	phqui
