# Section	Page	Header	Code	Old	New
#Section	Page	Header	Code	Old	New
BCP47	u_Extension	tz-ancur	_region	▷missing◁	CW
Supplemental	Language	en	territories	MH	▷removed◁
Supplemental	Language	en	territories	MP	▷removed◁
Supplemental	Language	en	territories	MS	▷removed◁
Supplemental	Language	en	territories	MT	▷removed◁
Supplemental	Language	en	territories	MU	▷removed◁
Supplemental	Language	en	territories	MW	▷removed◁
Supplemental	Language	en	territories	NA	▷removed◁
Supplemental	Language	en	territories	NF	▷removed◁
Supplemental	Language	en	territories	NG	▷removed◁
Supplemental	Language	en	territories	NR	▷removed◁
Supplemental	Language	en	territories	NU	▷removed◁
Supplemental	Language	en	territories	NZ	▷removed◁
Supplemental	Language	en	territories	PG	▷removed◁
Supplemental	Language	en	territories	PH	▷removed◁
Supplemental	Language	en	territories	PK	▷removed◁
Supplemental	Language	en	territories	PN	▷removed◁
Supplemental	Language	en	territories	PR	▷removed◁
Supplemental	Language	en	territories	PW	▷removed◁
Supplemental	Language	en	territories	RW	▷removed◁
Supplemental	Language	en	territories	SB	▷removed◁
Supplemental	Language	en	territories	SC	▷removed◁
Supplemental	Language	en	territories	SD	▷removed◁
Supplemental	Language	en	territories	SG	▷removed◁
Supplemental	Language	en	territories	SH	▷removed◁
Supplemental	Language	en	territories	SL	▷removed◁
Supplemental	Language	en	territories	SS	▷removed◁
Supplemental	Language	en	territories	SX	▷removed◁
Supplemental	Language	en	territories	SZ	▷removed◁
Supplemental	Language	en	territories	TC	▷removed◁
Supplemental	Language	en	territories	TK	▷removed◁
Supplemental	Language	en	territories	TO	▷removed◁
Supplemental	Language	en	territories	TT	▷removed◁
Supplemental	Language	en	territories	TV	▷removed◁
Supplemental	Language	en	territories	TZ	▷removed◁
Supplemental	Language	en	territories	UG	▷removed◁
Supplemental	Language	en	territories	UM	▷removed◁
Supplemental	Language	en	territories	US	▷removed◁
Supplemental	Language	en	territories	VC	▷removed◁
Supplemental	Language	en	territories	VG	▷removed◁
Supplemental	Language	en	territories	VI	▷removed◁
Supplemental	Language	en	territories	VU	▷removed◁
Supplemental	Language	en	territories	WS	▷removed◁
Supplemental	Language	en	territories	ZA	▷removed◁
Supplemental	Language	en	territories	ZM	▷removed◁
Supplemental	Language	en	territories	ZW	▷removed◁
Supplemental	Language	en	territories-secondary	AC	▷removed◁
Supplemental	Language	en	territories-secondary	AE	▷removed◁
Supplemental	Language	en	territories-secondary	AR	▷removed◁
Supplemental	Language	en	territories-secondary	AT	▷removed◁
Supplemental	Language	en	territories-secondary	BA	▷removed◁
Supplemental	Language	en	territories-secondary	BD	▷removed◁
Supplemental	Language	en	territories-secondary	BE	▷removed◁
Supplemental	Language	en	territories-secondary	BG	▷removed◁
Supplemental	Language	en	territories-secondary	BR	▷removed◁
Supplemental	Language	en	territories-secondary	CH	▷removed◁
Supplemental	Language	en	territories-secondary	CL	▷removed◁
Supplemental	Language	en	territories-secondary	CY	▷removed◁
Supplemental	Language	en	territories-secondary	CZ	▷removed◁
Supplemental	Language	en	territories-secondary	DE	▷removed◁
Supplemental	Language	en	territories-secondary	DK	▷removed◁
Supplemental	Language	en	territories-secondary	DZ	▷removed◁
Supplemental	Language	en	territories-secondary	EE	▷removed◁
Supplemental	Language	en	territories-secondary	EG	▷removed◁
Supplemental	Language	en	territories-secondary	ES	▷removed◁
Supplemental	Language	en	territories-secondary	ET	▷removed◁
Supplemental	Language	en	territories-secondary	FI	▷removed◁
Supplemental	Language	en	territories-secondary	FR	▷removed◁
Supplemental	Language	en	territories-secondary	GR	▷removed◁
Supplemental	Language	en	territories-secondary	HR	▷removed◁
Supplemental	Language	en	territories-secondary	HU	▷removed◁
Supplemental	Language	en	territories-secondary	IL	▷removed◁
Supplemental	Language	en	territories-secondary	IQ	▷removed◁
Supplemental	Language	en	territories-secondary	IT	▷removed◁
Supplemental	Language	en	territories-secondary	JO	▷removed◁
Supplemental	Language	en	territories-secondary	KZ	▷removed◁
Supplemental	Language	en	territories-secondary	LB	▷removed◁
Supplemental	Language	en	territories-secondary	LK	▷removed◁
Supplemental	Language	en	territories-secondary	LT	▷removed◁
Supplemental	Language	en	territories-secondary	LU	▷removed◁
Supplemental	Language	en	territories-secondary	LV	▷removed◁
Supplemental	Language	en	territories-secondary	MA	▷removed◁
Supplemental	Language	en	territories-secondary	MO	▷removed◁
Supplemental	Language	en	territories-secondary	MV	▷removed◁
Supplemental	Language	en	territories-secondary	MX	▷removed◁
Supplemental	Language	en	territories-secondary	MY	▷removed◁
Supplemental	Language	en	territories-secondary	NL	▷removed◁
Supplemental	Language	en	territories-secondary	PL	▷removed◁
Supplemental	Language	en	territories-secondary	PT	▷removed◁
Supplemental	Language	en	territories-secondary	RO	▷removed◁
Supplemental	Language	en	territories-secondary	SE	▷removed◁
Supplemental	Language	en	territories-secondary	SI	▷removed◁
Supplemental	Language	en	territories-secondary	SK	▷removed◁
Supplemental	Language	en	territories-secondary	TA	▷removed◁
Supplemental	Language	en	territories-secondary	TH	▷removed◁
Supplemental	Language	en	territories-secondary	TR	▷removed◁
Supplemental	Language	en	territories-secondary	YE	▷removed◁
Supplemental	Language	es	territories	AR	▷removed◁
Supplemental	Language	es	territories	BO	▷removed◁
Supplemental	Language	es	territories	CL	▷removed◁
Supplemental	Language	es	territories	CO	▷removed◁
Supplemental	Language	es	territories	CR	▷removed◁
Supplemental	Language	es	territories	CU	▷removed◁
Supplemental	Language	es	territories	DO	▷removed◁
Supplemental	Language	es	territories	EA	▷removed◁
Supplemental	Language	es	territories	EC	▷removed◁
Supplemental	Language	es	territories	ES	▷removed◁
Supplemental	Language	es	territories	GQ	▷removed◁
Supplemental	Language	es	territories	GT	▷removed◁
Supplemental	Language	es	territories	HN	▷removed◁
Supplemental	Language	es	territories	IC	▷removed◁
Supplemental	Language	es	territories	MX	▷removed◁
Supplemental	Language	es	territories	NI	▷removed◁
Supplemental	Language	es	territories	PA	▷removed◁
Supplemental	Language	es	territories	PE	▷removed◁
Supplemental	Language	es	territories	PR	▷removed◁
Supplemental	Language	es	territories	PY	▷removed◁
Supplemental	Language	es	territories	SV	▷removed◁
Supplemental	Language	es	territories	UY	▷removed◁
Supplemental	Language	es	territories	VE	▷removed◁
Supplemental	Language	es	territories-secondary	AD	▷removed◁
Supplemental	Language	es	territories-secondary	BZ	▷removed◁
Supplemental	Language	es	territories-secondary	CA	▷removed◁
Supplemental	Language	es	territories-secondary	DE	▷removed◁
Supplemental	Language	es	territories-secondary	FR	▷removed◁
Supplemental	Language	es	territories-secondary	GB	▷removed◁
Supplemental	Language	es	territories-secondary	GI	▷removed◁
Supplemental	Language	es	territories-secondary	PH	▷removed◁
Supplemental	Language	es	territories-secondary	PT	▷removed◁
Supplemental	Language	es	territories-secondary	RO	▷removed◁
Supplemental	Language	es	territories-secondary	US	▷removed◁
Supplemental	Language	et	territories	EE	▷removed◁
Supplemental	Language	eu	territories-secondary	ES	▷removed◁
Supplemental	Language	fa	territories	AF	▷removed◁
Supplemental	Language	fa	territories	IR	▷removed◁
Supplemental	Language	fa	territories-secondary	PK	▷removed◁
Supplemental	Language	fan	territories-secondary	GQ	▷removed◁
Supplemental	Language	fbl	territories-secondary	PH	▷removed◁
Supplemental	Language	ff	territories-secondary	CM	▷removed◁
Supplemental	Language	ff	territories-secondary	GN	▷removed◁
Supplemental	Language	ff	territories-secondary	SN	▷removed◁
Supplemental	Language	ffm	territories-secondary	ML	▷removed◁
Supplemental	Language	fi	territories	FI	▷removed◁
Supplemental	Language	fi	territories-secondary	EE	▷removed◁
Supplemental	Language	fi	territories-secondary	SE	▷removed◁
Supplemental	Language	fil	territories	PH	▷removed◁
Supplemental	Language	fil	territories-secondary	US	▷removed◁
Supplemental	Language	fj	territories	FJ	▷removed◁
Supplemental	Language	fo	territories	FO	▷removed◁
Supplemental	Language	fon	territories-secondary	BJ	▷removed◁
Supplemental	Language	fr	territories	BE	▷removed◁
Supplemental	Language	fr	territories	BF	▷removed◁
Supplemental	Language	fr	territories	BI	▷removed◁
Supplemental	Language	fr	territories	BJ	▷removed◁
Supplemental	Language	fr	territories	BL	▷removed◁
Supplemental	Language	fr	territories	CA	▷removed◁
Supplemental	Language	fr	territories	CD	▷removed◁
Supplemental	Language	fr	territories	CF	▷removed◁
Supplemental	Language	fr	territories	CG	▷removed◁
Supplemental	Language	fr	territories	CH	▷removed◁
Supplemental	Language	fr	territories	CI	▷removed◁
Supplemental	Language	fr	territories	CM	▷removed◁
Supplemental	Language	fr	territories	DJ	▷removed◁
Supplemental	Language	fr	territories	DZ	▷removed◁
Supplemental	Language	fr	territories	FR	▷removed◁
Supplemental	Language	fr	territories	GA	▷removed◁
Supplemental	Language	fr	territories	GF	▷removed◁
Supplemental	Language	fr	territories	GN	▷removed◁
Supplemental	Language	fr	territories	GP	▷removed◁
Supplemental	Language	fr	territories	GQ	▷removed◁
Supplemental	Language	fr	territories	HT	▷removed◁
Supplemental	Language	fr	territories	KM	▷removed◁
Supplemental	Language	fr	territories	LU	▷removed◁
Supplemental	Language	fr	territories	MA	▷removed◁
Supplemental	Language	fr	territories	MC	▷removed◁
Supplemental	Language	fr	territories	MF	▷removed◁
Supplemental	Language	fr	territories	MG	▷removed◁
Supplemental	Language	fr	territories	ML	▷removed◁
Supplemental	Language	fr	territories	MQ	▷removed◁
Supplemental	Language	fr	territories	MU	▷removed◁
Supplemental	Language	fr	territories	NC	▷removed◁
Supplemental	Language	fr	territories	NE	▷removed◁
Supplemental	Language	fr	territories	PF	▷removed◁
Supplemental	Language	fr	territories	PM	▷removed◁
Supplemental	Language	fr	territories	RE	▷removed◁
Supplemental	Language	fr	territories	RW	▷removed◁
Supplemental	Language	fr	territories	SC	▷removed◁
Supplemental	Language	fr	territories	SN	▷removed◁
Supplemental	Language	fr	territories	TD	▷removed◁
Supplemental	Language	fr	territories	TG	▷removed◁
Supplemental	Language	fr	territories	TN	▷removed◁
Supplemental	Language	fr	territories	VU	▷removed◁
Supplemental	Language	fr	territories	WF	▷removed◁
Supplemental	Language	fr	territories	YT	▷removed◁
Supplemental	Language	fr	territories-secondary	AT	▷removed◁
Supplemental	Language	fr	territories-secondary	DE	▷removed◁
Supplemental	Language	fr	territories-secondary	GB	▷removed◁
Supplemental	Language	fr	territories-secondary	IT	▷removed◁
Supplemental	Language	fr	territories-secondary	LB	▷removed◁
Supplemental	Language	fr	territories-secondary	NL	▷removed◁
Supplemental	Language	fr	territories-secondary	PT	▷removed◁
Supplemental	Language	fr	territories-secondary	RO	▷removed◁
Supplemental	Language	fr	territories-secondary	ST	▷removed◁
Supplemental	Language	fr	territories-secondary	SY	▷removed◁
Supplemental	Language	fr	territories-secondary	TF	▷removed◁
Supplemental	Language	fr	territories-secondary	US	▷removed◁
Supplemental	Language	frr	territories-secondary	DE	▷removed◁
Supplemental	Language	fud	territories-secondary	WF	▷removed◁
Supplemental	Language	fuq	territories-secondary	NE	▷removed◁
Supplemental	Language	fuv	territories-secondary	NG	▷removed◁
Supplemental	Language	fvr	territories-secondary	SD	▷removed◁
Supplemental	Language	fy	territories-secondary	NL	▷removed◁
Supplemental	Language	ga	territories	IE	▷removed◁
Supplemental	Language	ga	territories-secondary	GB	▷removed◁
Supplemental	Language	gaa	territories-secondary	GH	▷removed◁
Supplemental	Language	gan	territories-secondary	CN	▷removed◁
Supplemental	Language	gbm	territories-secondary	IN	▷removed◁
Supplemental	Language	gcr	territories-secondary	GF	▷removed◁
Supplemental	Language	gd	territories-secondary	GB	▷removed◁
Supplemental	Language	gil	territories	KI	▷removed◁
Supplemental	Language	gl	territories-secondary	ES	▷removed◁
Supplemental	Language	glk	territories-secondary	IR	▷removed◁
Supplemental	Language	gn	territories	PY	▷removed◁
Supplemental	Language	gon	territories-secondary	IN	▷removed◁
Supplemental	Language	gor	territories-secondary	ID	▷removed◁
Supplemental	Language	gsw	territories	CH	▷removed◁
Supplemental	Language	gsw	territories	LI	▷removed◁
Supplemental	Language	gsw	territories-secondary	DE	▷removed◁
Supplemental	Language	gu	territories-secondary	GB	▷removed◁
Supplemental	Language	gu	territories-secondary	IN	▷removed◁
Supplemental	Language	gur	territories-secondary	GH	▷removed◁
Supplemental	Language	guz	territories-secondary	KE	▷removed◁
Supplemental	Language	gv	territories	IM	▷removed◁
Supplemental	Language	gwi	territories-secondary	CA	▷removed◁
Supplemental	Language	ha	territories-secondary	NE	▷removed◁
Supplemental	Language	ha	territories-secondary	NG	▷removed◁
Supplemental	Language	hak	scripts	…	…
Supplemental	Language	hak	scripts-secondary	▷missing◁	Hant
Supplemental	Language	hak	territories	TW	▷removed◁
Supplemental	Language	hak	territories-secondary	CN	▷removed◁
Supplemental	Language	haw	territories-secondary	US	▷removed◁
Supplemental	Language	haz	territories-secondary	AF	▷removed◁
Supplemental	Language	he	territories	IL	▷removed◁
Supplemental	Language	hi	territories	IN	▷removed◁
Supplemental	Language	hi	territories-secondary	FJ	▷removed◁
Supplemental	Language	hi	territories-secondary	IN	▷removed◁
Supplemental	Language	hi	territories-secondary	ZA	▷removed◁
Supplemental	Language	hif	territories	FJ	▷removed◁
Supplemental	Language	hil	territories-secondary	PH	▷removed◁
Supplemental	Language	hnd	territories-secondary	PK	▷removed◁
Supplemental	Language	hne	territories-secondary	IN	▷removed◁
Supplemental	Language	hno	territories-secondary	PK	▷removed◁
Supplemental	Language	ho	territories	PG	▷removed◁
Supplemental	Language	hoc	territories-secondary	IN	▷removed◁
Supplemental	Language	hoj	territories-secondary	IN	▷removed◁
Supplemental	Language	hr	territories	BA	▷removed◁
Supplemental	Language	hr	territories	HR	▷removed◁
Supplemental	Language	hr	territories-secondary	AT	▷removed◁
Supplemental	Language	hr	territories-secondary	RS	▷removed◁
Supplemental	Language	hr	territories-secondary	SI	▷removed◁
Supplemental	Language	hsn	territories-secondary	CN	▷removed◁
Supplemental	Language	ht	territories	HT	▷removed◁
Supplemental	Language	hu	territories	HU	▷removed◁
Supplemental	Language	hu	territories-secondary	AT	▷removed◁
Supplemental	Language	hu	territories-secondary	RO	▷removed◁
Supplemental	Language	hu	territories-secondary	RS	▷removed◁
Supplemental	Language	hy	territories	AM	▷removed◁
Supplemental	Language	hy	territories-secondary	RU	▷removed◁
Supplemental	Language	ibb	territories-secondary	NG	▷removed◁
Supplemental	Language	id	territories	ID	▷removed◁
Supplemental	Language	ig	territories-secondary	NG	▷removed◁
Supplemental	Language	ii	territories-secondary	CN	▷removed◁
Supplemental	Language	ilo	territories-secondary	PH	▷removed◁
Supplemental	Language	inh	territories-secondary	RU	▷removed◁
Supplemental	Language	is	territories	IS	▷removed◁
Supplemental	Language	it	territories	CH	▷removed◁
Supplemental	Language	it	territories	IT	▷removed◁
Supplemental	Language	it	territories	SM	▷removed◁
Supplemental	Language	it	territories	VA	▷removed◁
Supplemental	Language	it	territories-secondary	DE	▷removed◁
Supplemental	Language	it	territories-secondary	FR	▷removed◁
Supplemental	Language	it	territories-secondary	HR	▷removed◁
Supplemental	Language	it	territories-secondary	MT	▷removed◁
Supplemental	Language	it	territories-secondary	US	▷removed◁
Supplemental	Language	iu	territories-secondary	CA	▷removed◁
Supplemental	Language	ja	territories	JP	▷removed◁
Supplemental	Language	jam	territories-secondary	JM	▷removed◁
Supplemental	Language	jv	territories-secondary	ID	▷removed◁
Supplemental	Language	ka	territories	GE	▷removed◁
Supplemental	Language	kab	territories-secondary	DZ	▷removed◁
Supplemental	Language	kam	territories-secondary	KE	▷removed◁
Supplemental	Language	kbd	territories-secondary	RU	▷removed◁
Supplemental	Language	kde	territories-secondary	TZ	▷removed◁
Supplemental	Language	kea	territories-secondary	CV	▷removed◁
Supplemental	Language	kfr	territories-secondary	IN	▷removed◁
Supplemental	Language	kfy	territories-secondary	IN	▷removed◁
Supplemental	Language	kg	territories-secondary	CD	▷removed◁
Supplemental	Language	kha	territories-secondary	IN	▷removed◁
Supplemental	Language	khn	territories-secondary	IN	▷removed◁
Supplemental	Language	ki	territories-secondary	KE	▷removed◁
Supplemental	Language	kj	territories-secondary	NA	▷removed◁
Supplemental	Language	kk	territories	KZ	▷removed◁
Supplemental	Language	kk	territories-secondary	CN	▷removed◁
Supplemental	Language	kl	territories	GL	▷removed◁
Supplemental	Language	kl	territories-secondary	DK	▷removed◁
Supplemental	Language	kln	territories-secondary	KE	▷removed◁
Supplemental	Language	km	territories	KH	▷removed◁
Supplemental	Language	kmb	territories-secondary	AO	▷removed◁
Supplemental	Language	kn	territories-secondary	IN	▷removed◁
Supplemental	Language	knf	territories-secondary	SN	▷removed◁
Supplemental	Language	knn	territories-secondary	IN	▷removed◁
Supplemental	Language	ko	territories	KP	▷removed◁
Supplemental	Language	ko	territories	KR	▷removed◁
Supplemental	Language	ko	territories-secondary	CN	▷removed◁
Supplemental	Language	ko	territories-secondary	US	▷removed◁
Supplemental	Language	koi	territories-secondary	RU	▷removed◁
Supplemental	Language	kok	territories-secondary	IN	▷removed◁
Supplemental	Language	krc	territories-secondary	RU	▷removed◁
Supplemental	Language	kri	territories-secondary	SL	▷removed◁
Supplemental	Language	kro	scripts	▷missing◁	Latn
Supplemental	Language	kru	territories-secondary	IN	▷removed◁
Supplemental	Language	ks	territories-secondary	IN	▷removed◁
Supplemental	Language	ksb	territories-secondary	TZ	▷removed◁
Supplemental	Language	ku	scripts	…	…
Supplemental	Language	ku	scripts-secondary	▷missing◁	Arab
Supplemental	Language	ku	scripts-secondary	▷missing◁	Cyrl
Supplemental	Language	ku	territories-secondary	SY	▷removed◁
Supplemental	Language	ku	territories-secondary	TR	▷removed◁
Supplemental	Language	kum	territories-secondary	RU	▷removed◁
Supplemental	Language	kv	territories-secondary	RU	▷removed◁
Supplemental	Language	kxm	territories-secondary	TH	▷removed◁
Supplemental	Language	ky	territories	KG	▷removed◁
Supplemental	Language	la	territories-secondary	VA	▷removed◁
Supplemental	Language	lah	territories-secondary	PK	▷removed◁
Supplemental	Language	laj	territories-secondary	UG	▷removed◁
Supplemental	Language	lb	territories	LU	▷removed◁
Supplemental	Language	lbe	territories-secondary	RU	▷removed◁
Supplemental	Language	lez	territories-secondary	RU	▷removed◁
Supplemental	Language	lg	territories-secondary	UG	▷removed◁
Supplemental	Language	ljp	territories-secondary	ID	▷removed◁
Supplemental	Language	lmn	territories-secondary	IN	▷removed◁
Supplemental	Language	lmo	territories-secondary	IT	▷removed◁
Supplemental	Language	ln	territories-secondary	CD	▷removed◁
Supplemental	Language	lo	territories	LA	▷removed◁
Supplemental	Language	loz	territories-secondary	ZM	▷removed◁
Supplemental	Language	lrc	territories-secondary	IR	▷removed◁
Supplemental	Language	lt	territories	LT	▷removed◁
Supplemental	Language	lt	territories-secondary	PL	▷removed◁
Supplemental	Language	lu	territories-secondary	CD	▷removed◁
Supplemental	Language	lua	territories-secondary	CD	▷removed◁
Supplemental	Language	luo	territories-secondary	KE	▷removed◁
Supplemental	Language	luy	territories-secondary	KE	▷removed◁
Supplemental	Language	luz	territories-secondary	IR	▷removed◁
Supplemental	Language	lv	territories	LV	▷removed◁
Supplemental	Language	lzh	scripts	…	Hant
Supplemental	Language	mad	territories-secondary	ID	▷removed◁
Supplemental	Language	mag	territories-secondary	IN	▷removed◁
Supplemental	Language	mai	territories-secondary	IN	▷removed◁
Supplemental	Language	mai	territories-secondary	NP	▷removed◁
Supplemental	Language	mak	territories-secondary	ID	▷removed◁
Supplemental	Language	man	territories-secondary	GM	▷removed◁
Supplemental	Language	man	territories-secondary	GN	▷removed◁
Supplemental	Language	mdf	territories-secondary	RU	▷removed◁
Supplemental	Language	mdh	territories-secondary	PH	▷removed◁
Supplemental	Language	men	territories-secondary	SL	▷removed◁
Supplemental	Language	mer	territories-secondary	KE	▷removed◁
Supplemental	Language	mey	scripts	▷missing◁	Arab
Supplemental	Language	mey	scripts-secondary	▷missing◁	Latn
Supplemental	Language	mey	territories-secondary	SN	▷removed◁
Supplemental	Language	mfa	territories-secondary	TH	▷removed◁
Supplemental	Language	mfe	territories-secondary	MU	▷removed◁
Supplemental	Language	mfv	territories-secondary	SN	▷removed◁
Supplemental	Language	mg	territories	MG	▷removed◁
Supplemental	Language	mgh	territories-secondary	MZ	▷removed◁
Supplemental	Language	mh	territories	MH	▷removed◁
Supplemental	Language	mi	territories	NZ	▷removed◁
Supplemental	Language	min	territories-secondary	ID	▷removed◁
Supplemental	Language	mk	territories	MK	▷removed◁
Supplemental	Language	ml	territories-secondary	IN	▷removed◁
Supplemental	Language	mn	territories	MN	▷removed◁
Supplemental	Language	mn	territories-secondary	CN	▷removed◁
Supplemental	Language	mni	territories-secondary	IN	▷removed◁
Supplemental	Language	mos	territories-secondary	BF	▷removed◁
Supplemental	Language	mr	territories-secondary	IN	▷removed◁
Supplemental	Language	ms	territories	BN	▷removed◁
Supplemental	Language	ms	territories	MY	▷removed◁
Supplemental	Language	ms	territories	SG	▷removed◁
Supplemental	Language	ms	territories-secondary	CC	▷removed◁
Supplemental	Language	ms	territories-secondary	ID	▷removed◁
Supplemental	Language	mt	territories	MT	▷removed◁
Supplemental	Language	mtr	territories-secondary	IN	▷removed◁
Supplemental	Language	mwk	territories-secondary	ML	▷removed◁
Supplemental	Language	mwr	territories-secondary	IN	▷removed◁
Supplemental	Language	mxc	territories-secondary	ZW	▷removed◁
Supplemental	Language	my	territories	MM	▷removed◁
Supplemental	Language	myv	territories-secondary	RU	▷removed◁
Supplemental	Language	myx	territories-secondary	UG	▷removed◁
Supplemental	Language	mzn	territories-secondary	IR	▷removed◁
Supplemental	Language	na	territories	NR	▷removed◁
Supplemental	Language	nan	scripts	…	…
Supplemental	Language	nan	scripts-secondary	▷missing◁	Hant
Supplemental	Language	nan	territories	TW	▷removed◁
Supplemental	Language	nan	territories-secondary	CN	▷removed◁
Supplemental	Language	nb	territories	NO	▷removed◁
Supplemental	Language	nb	territories	SJ	▷removed◁
Supplemental	Language	nd	territories	ZW	▷removed◁
Supplemental	Language	ndc	territories-secondary	MZ	▷removed◁
Supplemental	Language	ndc	territories-secondary	ZW	▷removed◁
Supplemental	Language	nds	territories-secondary	DE	▷removed◁
Supplemental	Language	nds	territories-secondary	NL	▷removed◁
Supplemental	Language	ne	territories	NP	▷removed◁
Supplemental	Language	ne	territories-secondary	IN	▷removed◁
Supplemental	Language	new	territories-secondary	NP	▷removed◁
Supplemental	Language	ng	territories-secondary	NA	▷removed◁
Supplemental	Language	ngl	territories-secondary	MZ	▷removed◁
Supplemental	Language	nij	territories-secondary	ID	▷removed◁
Supplemental	Language	niu	territories	NU	▷removed◁
Supplemental	Language	nl	territories	AW	▷removed◁
Supplemental	Language	nl	territories	BE	▷removed◁
Supplemental	Language	nl	territories	BQ	▷removed◁
Supplemental	Language	nl	territories	CW	▷removed◁
Supplemental	Language	nl	territories	NL	▷removed◁
Supplemental	Language	nl	territories	SR	▷removed◁
Supplemental	Language	nl	territories	SX	▷removed◁
Supplemental	Language	nl	territories-secondary	DE	▷removed◁
Supplemental	Language	nn	territories	NO	▷removed◁
Supplemental	Language	no	territories	NO	▷removed◁
Supplemental	Language	no	territories-secondary	BV	▷removed◁
Supplemental	Language	nod	territories-secondary	TH	▷removed◁
Supplemental	Language	noe	territories-secondary	IN	▷removed◁
Supplemental	Language	nr	territories-secondary	ZA	▷removed◁
Supplemental	Language	nso	territories-secondary	ZA	▷removed◁
Supplemental	Language	ny	territories	MW	▷removed◁
Supplemental	Language	ny	territories-secondary	ZM	▷removed◁
Supplemental	Language	nym	territories-secondary	TZ	▷removed◁
Supplemental	Language	nyn	territories-secondary	UG	▷removed◁
Supplemental	Language	oc	territories-secondary	ES	▷removed◁
Supplemental	Language	oc	territories-secondary	FR	▷removed◁
Supplemental	Language	om	territories-secondary	ET	▷removed◁
Supplemental	Language	or	territories-secondary	IN	▷removed◁
Supplemental	Language	os	territories-secondary	GE	▷removed◁
Supplemental	Language	pa	scripts	…	…
Supplemental	Language	pa	scripts-secondary	▷missing◁	Arab
Supplemental	Language	pa	territories-secondary	CA	▷removed◁
Supplemental	Language	pa	territories-secondary	GB	▷removed◁
Supplemental	Language	pa	territories-secondary	IN	▷removed◁
Supplemental	Language	pa	territories-secondary	PK	▷removed◁
Supplemental	Language	pag	territories-secondary	PH	▷removed◁
Supplemental	Language	pam	territories-secondary	PH	▷removed◁
Supplemental	Language	pap	territories	AW	▷removed◁
Supplemental	Language	pap	territories	CW	▷removed◁
Supplemental	Language	pap	territories-secondary	BQ	▷removed◁
Supplemental	Language	pau	territories	PW	▷removed◁
Supplemental	Language	pcm	territories-secondary	NG	▷removed◁
Supplemental	Language	pi	scripts	…	Latn
Supplemental	Language	pi	scripts-secondary	…	… • Mymr • …
Supplemental	Language	pis	territories-secondary	SB	▷removed◁
Supplemental	Language	pl	territories	PL	▷removed◁
Supplemental	Language	pl	territories-secondary	GB	▷removed◁
Supplemental	Language	pon	territories-secondary	FM	▷removed◁
Supplemental	Language	ps	territories	AF	▷removed◁
Supplemental	Language	ps	territories-secondary	PK	▷removed◁
Supplemental	Language	pt	territories	AO	▷removed◁
Supplemental	Language	pt	territories	BR	▷removed◁
Supplemental	Language	pt	territories	CV	▷removed◁
Supplemental	Language	pt	territories	GQ	▷removed◁
Supplemental	Language	pt	territories	GW	▷removed◁
Supplemental	Language	pt	territories	MO	▷removed◁
Supplemental	Language	pt	territories	MZ	▷removed◁
Supplemental	Language	pt	territories	PT	▷removed◁
Supplemental	Language	pt	territories	ST	▷removed◁
Supplemental	Language	pt	territories	TL	▷removed◁
Supplemental	Language	qu	territories	BO	▷removed◁
Supplemental	Language	qu	territories	EC	▷removed◁
Supplemental	Language	qu	territories	PE	▷removed◁
Supplemental	Language	quc	territories-secondary	GT	▷removed◁
Supplemental	Language	qug	territories-secondary	EC	▷removed◁
Supplemental	Language	raj	territories-secondary	IN	▷removed◁
Supplemental	Language	rcf	territories-secondary	RE	▷removed◁
Supplemental	Language	rej	territories-secondary	ID	▷removed◁
Supplemental	Language	rif	territories-secondary	MA	▷removed◁
Supplemental	Language	rkt	territories-secondary	BD	▷removed◁
Supplemental	Language	rkt	territories-secondary	IN	▷removed◁
Supplemental	Language	rm	territories-secondary	CH	▷removed◁
Supplemental	Language	rmt	territories-secondary	IR	▷removed◁
Supplemental	Language	rn	territories	BI	▷removed◁
Supplemental	Language	rng	territories-secondary	MZ	▷removed◁
Supplemental	Language	ro	territories	MD	▷removed◁
Supplemental	Language	ro	territories	RO	▷removed◁
Supplemental	Language	ro	territories-secondary	RS	▷removed◁
Supplemental	Language	ru	territories	BY	▷removed◁
Supplemental	Language	ru	territories	KG	▷removed◁
Supplemental	Language	ru	territories	KZ	▷removed◁
Supplemental	Language	ru	territories	RU	▷removed◁
Supplemental	Language	ru	territories	UA	▷removed◁
Supplemental	Language	ru	territories-secondary	BG	▷removed◁
Supplemental	Language	ru	territories-secondary	DE	▷removed◁
Supplemental	Language	ru	territories-secondary	EE	▷removed◁
Supplemental	Language	ru	territories-secondary	IL	▷removed◁
Supplemental	Language	ru	territories-secondary	LT	▷removed◁
Supplemental	Language	ru	territories-secondary	LV	▷removed◁
Supplemental	Language	ru	territories-secondary	PL	▷removed◁
Supplemental	Language	ru	territories-secondary	SJ	▷removed◁
Supplemental	Language	ru	territories-secondary	TJ	▷removed◁
Supplemental	Language	ru	territories-secondary	UZ	▷removed◁
Supplemental	Language	rw	territories	RW	▷removed◁
Supplemental	Language	rw	territories-secondary	UG	▷removed◁
Supplemental	Language	sa	territories-secondary	IN	▷removed◁
Supplemental	Language	sah	territories-secondary	RU	▷removed◁
Supplemental	Language	sas	territories-secondary	ID	▷removed◁
Supplemental	Language	sat	territories-secondary	IN	▷removed◁
Supplemental	Language	sav	territories-secondary	SN	▷removed◁
Supplemental	Language	sc	territories-secondary	IT	▷removed◁
