# Section	Page	Header	Code	Old	New
#Section	Page	Header	Code	Old	New
BCP47	u_Extension	ca-islamic	_description	…	Hijri calendar
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሦ → $ሠ $ሳብዕ ; # ETHIOPIC SYLLABLE SZO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሧ → $ሠ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE SZWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ረ → $ረ $ግዕዝ ; # ETHIOPIC SYLLABLE RA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሩ → $ረ $ካዕብ ; # ETHIOPIC SYLLABLE RU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሪ → $ረ $ሣልስ ; # ETHIOPIC SYLLABLE RI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ራ → $ረ $ራዕብ ; # ETHIOPIC SYLLABLE RAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሬ → $ረ $ኃምስ ; # ETHIOPIC SYLLABLE REE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ር → $ረ $ሳድስ ; # ETHIOPIC SYLLABLE RE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሮ → $ረ $ሳብዕ ; # ETHIOPIC SYLLABLE RO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሯ → $ረ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE RWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሰ → $ሰ $ግዕዝ ; # ETHIOPIC SYLLABLE SA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሱ → $ሰ $ካዕብ ; # ETHIOPIC SYLLABLE SU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሲ → $ሰ $ሣልስ ; # ETHIOPIC SYLLABLE SI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሳ → $ሰ $ራዕብ ; # ETHIOPIC SYLLABLE SAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሴ → $ሰ $ኃምስ ; # ETHIOPIC SYLLABLE SEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ስ → $ሰ $ሳድስ ; # ETHIOPIC SYLLABLE SE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሶ → $ሰ $ሳብዕ ; # ETHIOPIC SYLLABLE SO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሷ → $ሰ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE SWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሸ → $ሸ $ግዕዝ ; # ETHIOPIC SYLLABLE SHA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሹ → $ሸ $ካዕብ ; # ETHIOPIC SYLLABLE SHU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሺ → $ሸ $ሣልስ ; # ETHIOPIC SYLLABLE SHI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሻ → $ሸ $ራዕብ ; # ETHIOPIC SYLLABLE SHAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሼ → $ሸ $ኃምስ ; # ETHIOPIC SYLLABLE SHEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሽ → $ሸ $ሳድስ ; # ETHIOPIC SYLLABLE SHE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሾ → $ሸ $ሳብዕ ; # ETHIOPIC SYLLABLE SHO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ሿ → $ሸ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE SHWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቀ → $ቀ $ግዕዝ ; # ETHIOPIC SYLLABLE QA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቁ → $ቀ $ካዕብ ; # ETHIOPIC SYLLABLE QU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቂ → $ቀ $ሣልስ ; # ETHIOPIC SYLLABLE QI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቃ → $ቀ $ራዕብ ; # ETHIOPIC SYLLABLE QAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቄ → $ቀ $ኃምስ ; # ETHIOPIC SYLLABLE QEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቅ → $ቀ $ሳድስ ; # ETHIOPIC SYLLABLE QE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቆ → $ቀ $ሳብዕ ; # ETHIOPIC SYLLABLE QO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቈ → $ቀ $ዘመደ_ግዕዝ ; # ETHIOPIC SYLLABLE QWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቊ → $ቀ $ዘመደ_ሣልስ ; # ETHIOPIC SYLLABLE QWI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቋ → $ቀ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE QWAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቌ → $ቀ $ዘመደ_ኃምስ ; # ETHIOPIC SYLLABLE QWEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቍ → $ቀ $ዘመደ_ካዕብ ; # ETHIOPIC SYLLABLE QWE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቐ → $ቐ $ግዕዝ ; # ETHIOPIC SYLLABLE QHA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቑ → $ቐ $ካዕብ ; # ETHIOPIC SYLLABLE QHU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቒ → $ቐ $ሣልስ ; # ETHIOPIC SYLLABLE QHI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቓ → $ቐ $ራዕብ ; # ETHIOPIC SYLLABLE QHAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቔ → $ቐ $ኃምስ ; # ETHIOPIC SYLLABLE QHEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቕ → $ቐ $ሳድስ ; # ETHIOPIC SYLLABLE QHE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቖ → $ቐ $ሳብዕ ; # ETHIOPIC SYLLABLE QHO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቘ → $ቐ $ዘመደ_ግዕዝ ; # ETHIOPIC SYLLABLE QHWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቚ → $ቐ $ዘመደ_ሣልስ ; # ETHIOPIC SYLLABLE QHWI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቛ → $ቐ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE QHWAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቜ → $ቐ $ዘመደ_ኃምስ ; # ETHIOPIC SYLLABLE QHWEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቝ → $ቐ $ዘመደ_ካዕብ ; # ETHIOPIC SYLLABLE QHWE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	በ → $በ $ግዕዝ ; # ETHIOPIC SYLLABLE BA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቡ → $በ $ካዕብ ; # ETHIOPIC SYLLABLE BU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቢ → $በ $ሣልስ ; # ETHIOPIC SYLLABLE BI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ባ → $በ $ራዕብ ; # ETHIOPIC SYLLABLE BAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቤ → $በ $ኃምስ ; # ETHIOPIC SYLLABLE BEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ብ → $በ $ሳድስ ; # ETHIOPIC SYLLABLE BE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቦ → $በ $ሳብዕ ; # ETHIOPIC SYLLABLE BO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቧ → $በ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE BWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቨ → $ቨ $ግዕዝ ; # ETHIOPIC SYLLABLE VA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቩ → $ቨ $ካዕብ ; # ETHIOPIC SYLLABLE VU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቪ → $ቨ $ሣልስ ; # ETHIOPIC SYLLABLE VI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቫ → $ቨ $ራዕብ ; # ETHIOPIC SYLLABLE VAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቬ → $ቨ $ኃምስ ; # ETHIOPIC SYLLABLE VEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቭ → $ቨ $ሳድስ ; # ETHIOPIC SYLLABLE VE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቮ → $ቨ $ሳብዕ ; # ETHIOPIC SYLLABLE VO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቯ → $ቨ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE VWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ተ → $ተ $ግዕዝ ; # ETHIOPIC SYLLABLE TA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቱ → $ተ $ካዕብ ; # ETHIOPIC SYLLABLE TU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቲ → $ተ $ሣልስ ; # ETHIOPIC SYLLABLE TI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ታ → $ተ $ራዕብ ; # ETHIOPIC SYLLABLE TAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቴ → $ተ $ኃምስ ; # ETHIOPIC SYLLABLE TEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ት → $ተ $ሳድስ ; # ETHIOPIC SYLLABLE TE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቶ → $ተ $ሳብዕ ; # ETHIOPIC SYLLABLE TO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቷ → $ተ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE TWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቸ → $ቸ $ግዕዝ ; # ETHIOPIC SYLLABLE CA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቹ → $ቸ $ካዕብ ; # ETHIOPIC SYLLABLE CU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቺ → $ቸ $ሣልስ ; # ETHIOPIC SYLLABLE CI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቻ → $ቸ $ራዕብ ; # ETHIOPIC SYLLABLE CAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቼ → $ቸ $ኃምስ ; # ETHIOPIC SYLLABLE CEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ች → $ቸ $ሳድስ ; # ETHIOPIC SYLLABLE CE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቾ → $ቸ $ሳብዕ ; # ETHIOPIC SYLLABLE CO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ቿ → $ቸ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE CWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኀ → $ኀ $ግዕዝ ; # ETHIOPIC SYLLABLE XA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኁ → $ኀ $ካዕብ ; # ETHIOPIC SYLLABLE XU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኂ → $ኀ $ሣልስ ; # ETHIOPIC SYLLABLE XI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኃ → $ኀ $ራዕብ ; # ETHIOPIC SYLLABLE XAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኄ → $ኀ $ኃምስ ; # ETHIOPIC SYLLABLE XEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኅ → $ኀ $ሳድስ ; # ETHIOPIC SYLLABLE XE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኆ → $ኀ $ሳብዕ ; # ETHIOPIC SYLLABLE XO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኈ → $ኀ $ዘመደ_ግዕዝ ; # ETHIOPIC SYLLABLE XWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኊ → $ኀ $ዘመደ_ሣልስ ; # ETHIOPIC SYLLABLE XWI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኋ → $ኀ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE XWAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኌ → $ኀ $ዘመደ_ኃምስ ; # ETHIOPIC SYLLABLE XWEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኍ → $ኀ $ዘመደ_ካዕብ ; # ETHIOPIC SYLLABLE XWE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ነ → $ነ $ግዕዝ ; # ETHIOPIC SYLLABLE NA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኑ → $ነ $ካዕብ ; # ETHIOPIC SYLLABLE NU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኒ → $ነ $ሣልስ ; # ETHIOPIC SYLLABLE NI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ና → $ነ $ራዕብ ; # ETHIOPIC SYLLABLE NAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኔ → $ነ $ኃምስ ; # ETHIOPIC SYLLABLE NEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ን → $ነ $ሳድስ ; # ETHIOPIC SYLLABLE NE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኖ → $ነ $ሳብዕ ; # ETHIOPIC SYLLABLE NO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኗ → $ነ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE NWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኘ → $ኘ $ግዕዝ ; # ETHIOPIC SYLLABLE NYA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኙ → $ኘ $ካዕብ ; # ETHIOPIC SYLLABLE NYU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኚ → $ኘ $ሣልስ ; # ETHIOPIC SYLLABLE NYI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኛ → $ኘ $ራዕብ ; # ETHIOPIC SYLLABLE NYAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኜ → $ኘ $ኃምስ ; # ETHIOPIC SYLLABLE NYEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኝ → $ኘ $ሳድስ ; # ETHIOPIC SYLLABLE NYE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኞ → $ኘ $ሳብዕ ; # ETHIOPIC SYLLABLE NYO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኟ → $ኘ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE NYWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	አ → $አ ; # ETHIOPIC SYLLABLE GLOTTAL A	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኡ ↔ $ኡ ; # ETHIOPIC SYLLABLE GLOTTAL U	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኢ ↔ $ኢ ; # ETHIOPIC SYLLABLE GLOTTAL I	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኣ ↔ $ኣ ; # ETHIOPIC SYLLABLE GLOTTAL AA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኤ ↔  $ኤ ; # ETHIOPIC SYLLABLE GLOTTAL EE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	እ ↔ $እ ; # ETHIOPIC SYLLABLE GLOTTAL E	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኦ ↔ $ኦ ; # ETHIOPIC SYLLABLE GLOTTAL O	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ከ → $ከ $ግዕዝ ; # ETHIOPIC SYLLABLE KA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኩ → $ከ $ካዕብ ; # ETHIOPIC SYLLABLE KU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኪ → $ከ $ሣልስ ; # ETHIOPIC SYLLABLE KI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ካ → $ከ $ራዕብ ; # ETHIOPIC SYLLABLE KAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኬ → $ከ $ኃምስ ; # ETHIOPIC SYLLABLE KEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ክ → $ከ $ሳድስ ; # ETHIOPIC SYLLABLE KE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኮ → $ከ $ሳብዕ ; # ETHIOPIC SYLLABLE KO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኰ → $ከ $ዘመደ_ግዕዝ ; # ETHIOPIC SYLLABLE KWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኲ → $ከ $ዘመደ_ሣልስ ; # ETHIOPIC SYLLABLE KWI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኳ → $ከ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE KWAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኴ → $ከ $ዘመደ_ኃምስ ; # ETHIOPIC SYLLABLE KWEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኵ → $ከ $ዘመደ_ካዕብ ; # ETHIOPIC SYLLABLE KWE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኸ → $ኸ $ግዕዝ ; # ETHIOPIC SYLLABLE KXA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኹ → $ኸ $ካዕብ ; # ETHIOPIC SYLLABLE KXU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኺ → $ኸ $ሣልስ ; # ETHIOPIC SYLLABLE KXI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኻ → $ኸ $ራዕብ ; # ETHIOPIC SYLLABLE KXAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኼ → $ኸ $ኃምስ ; # ETHIOPIC SYLLABLE KXEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኽ → $ኸ $ሳድስ ; # ETHIOPIC SYLLABLE KXE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ኾ → $ኸ $ሳብዕ ; # ETHIOPIC SYLLABLE KXO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዀ → $ኸ $ዘመደ_ግዕዝ ; # ETHIOPIC SYLLABLE KXWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዂ → $ኸ $ዘመደ_ሣልስ ; # ETHIOPIC SYLLABLE KXWI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዃ → $ኸ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE KXWAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዄ → $ኸ $ዘመደ_ኃምስ ; # ETHIOPIC SYLLABLE KXWEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዅ → $ኸ $ዘመደ_ካዕብ ; # ETHIOPIC SYLLABLE KXWE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ወ → $ወ $ግዕዝ ; # ETHIOPIC SYLLABLE WA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዉ → $ወ $ካዕብ ; # ETHIOPIC SYLLABLE WU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዊ → $ወ $ሣልስ ; # ETHIOPIC SYLLABLE WI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዋ → $ወ $ራዕብ ; # ETHIOPIC SYLLABLE WAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዌ → $ወ $ኃምስ ; # ETHIOPIC SYLLABLE WEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ው → $ወ $ሳድስ ; # ETHIOPIC SYLLABLE WE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዎ → $ወ $ሳብዕ ; # ETHIOPIC SYLLABLE WO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዐ → $ዐ ; # ETHIOPIC SYLLABLE PHARYNGEAL A	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዑ → $ዑ ; # ETHIOPIC SYLLABLE PHARYNGEAL U	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዒ → $ዒ ; # ETHIOPIC SYLLABLE PHARYNGEAL I	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዓ → $ዓ ; # ETHIOPIC SYLLABLE PHARYNGEAL AA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዔ → $ዔ ; # ETHIOPIC SYLLABLE PHARYNGEAL EE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዕ → $ዕ ; # ETHIOPIC SYLLABLE PHARYNGEAL E	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዖ → $ዖ ; # ETHIOPIC SYLLABLE PHARYNGEAL O	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዘ → $ዘ $ግዕዝ ; # ETHIOPIC SYLLABLE ZA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዙ → $ዘ $ካዕብ ; # ETHIOPIC SYLLABLE ZU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዚ → $ዘ $ሣልስ ; # ETHIOPIC SYLLABLE ZI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዛ → $ዘ $ራዕብ ; # ETHIOPIC SYLLABLE ZAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዜ → $ዘ $ኃምስ ; # ETHIOPIC SYLLABLE ZEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዝ → $ዘ $ሳድስ ; # ETHIOPIC SYLLABLE ZE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዞ → $ዘ $ሳብዕ ; # ETHIOPIC SYLLABLE ZO	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዟ → $ዘ $ዘመደ_ራዕብ ; # ETHIOPIC SYLLABLE ZWA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	የ → $የ $ግዕዝ ; # ETHIOPIC SYLLABLE YA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዩ → $የ $ካዕብ ; # ETHIOPIC SYLLABLE YU	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዪ → $የ $ሣልስ ; # ETHIOPIC SYLLABLE YI	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ያ → $የ $ራዕብ ; # ETHIOPIC SYLLABLE YAA	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዬ → $የ $ኃምስ ; # ETHIOPIC SYLLABLE YEE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ይ → $የ $ሳድስ ; # ETHIOPIC SYLLABLE YE	▷removed◁
Supplemental	Transform	byn_Ethi→byn_Latn/Xaleget	tRule	ዮ → $የ $ሳብዕ ; # ETHIOPIC SYLLABLE YO	▷removed◁
