# Count	Section	Page	Subhead	Code

97	Currencies	Central Asia (C)	Central Asia: Kyrgyzstan	KGS-symbol-narrow
1	Units	Energy and Power	megawatt	narrow-few-nominative
1	Units	Energy and Power	megawatt	narrow-many-nominative
1	Units	Energy and Power	kilowatt	narrow-few-nominative
1	Units	Energy and Power	kilowatt	narrow-many-nominative
1	Units	Energy and Power	watt	narrow-few-nominative
1	Units	Energy and Power	watt	narrow-many-nominative
1	Units	Energy and Power	milliwatt	narrow-few-nominative
1	Units	Energy and Power	milliwatt	narrow-many-nominative
1	Units	Energy and Power	horsepower	narrow-few-nominative
1	Units	Energy and Power	horsepower	narrow-many-nominative
1	Units	Electrical and Frequency	ampere	narrow-few-nominative
1	Units	Electrical and Frequency	ampere	narrow-many-nominative
1	Units	Electrical and Frequency	milliampere	narrow-few-nominative
1	Units	Electrical and Frequency	milliampere	narrow-many-nominative
1	Units	Electrical and Frequency	ohm	narrow-few-nominative
1	Units	Electrical and Frequency	ohm	narrow-many-nominative
1	Units	Electrical and Frequency	volt	narrow-few-nominative
1	Units	Electrical and Frequency	volt	narrow-many-nominative
1	Units	Electrical and Frequency	gigahertz	narrow-few-nominative
1	Units	Electrical and Frequency	gigahertz	narrow-many-nominative
1	Units	Electrical and Frequency	megahertz	narrow-few-nominative
1	Units	Electrical and Frequency	megahertz	narrow-many-nominative
1	Units	Electrical and Frequency	kilohertz	narrow-few-nominative
1	Units	Electrical and Frequency	kilohertz	narrow-many-nominative
1	Units	Electrical and Frequency	hertz	narrow-few-nominative
1	Units	Electrical and Frequency	hertz	narrow-many-nominative
1	Units	Weather	bar	narrow-few-nominative
1	Units	Weather	bar	narrow-many-nominative
1	Units	Weather	millibar	narrow-one-nominative
1	Units	Weather	atmosphere	narrow-few-nominative
1	Units	Weather	atmosphere	narrow-many-nominative
1	Units	Weather	pascal	narrow-few-nominative
1	Units	Weather	pascal	narrow-many-nominative
1	Units	Weather	hectopascal	narrow-few-nominative
1	Units	Weather	hectopascal	narrow-many-nominative
1	Units	Weather	kilopascal	narrow-few-nominative
1	Units	Weather	kilopascal	narrow-many-nominative
1	Units	Weather	megapascal	narrow-one-nominative
1	Units	Weather	megapascal	narrow-few-nominative
1	Units	Weather	megapascal	narrow-many-nominative
1	Units	Weather	megapascal	narrow-other-nominative
1	Units	Weather	kelvin	narrow-few-nominative
1	Units	Weather	kelvin	narrow-many-nominative
1	Units	Digital	petabyte	narrow-few-nominative
1	Units	Digital	petabyte	narrow-many-nominative
1	Units	Digital	terabyte	narrow-few-nominative
1	Units	Digital	terabyte	narrow-many-nominative
1	Units	Digital	terabit	narrow-few-nominative
1	Units	Digital	terabit	narrow-many-nominative
1	Units	Digital	gigabyte	narrow-few-nominative
1	Units	Digital	gigabyte	narrow-many-nominative
1	Units	Digital	gigabit	narrow-few-nominative
1	Units	Digital	gigabit	narrow-many-nominative
1	Units	Digital	megabyte	narrow-few-nominative
1	Units	Digital	megabyte	narrow-many-nominative
1	Units	Digital	megabit	narrow-few-nominative
1	Units	Digital	megabit	narrow-many-nominative
1	Units	Digital	kilobyte	narrow-few-nominative
1	Units	Digital	kilobyte	narrow-many-nominative
1	Units	Digital	kilobit	narrow-few-nominative
1	Units	Digital	kilobit	narrow-many-nominative
1	Units	Digital	byte	narrow-one-nominative
1	Units	Digital	byte	narrow-few-nominative
1	Units	Digital	byte	narrow-many-nominative
1	Units	Digital	bit	narrow-few-nominative
1	Units	Digital	bit	narrow-many-nominative
1	Units	Other Units	revolution	narrow-few-nominative
1	Units	Other Units	revolution	narrow-many-nominative
1	Units	Other Units	radian	narrow-few-nominative
1	Units	Other Units	radian	narrow-many-nominative
1	Units	Other Units	karat	narrow-few-nominative
1	Units	Other Units	karat	narrow-many-nominative
1	Units	Other Units	milligram-ofglucose-per-deciliter	narrow-few-nominative
1	Units	Other Units	milligram-ofglucose-per-deciliter	narrow-many-nominative
1	Units	Other Units	millimole-per-liter	narrow-few-nominative
1	Units	Other Units	millimole-per-liter	narrow-many-nominative
1	Units	Other Units	liter-per-kilometer	narrow-few-nominative
1	Units	Other Units	liter-per-kilometer	narrow-many-nominative
1	Units	Other Units	liter-per-100-kilometer	narrow-one-nominative
1	Units	Other Units	liter-per-100-kilometer	narrow-few-nominative
1	Units	Other Units	liter-per-100-kilometer	narrow-many-nominative
1	Units	Other Units	liter-per-100-kilometer	narrow-other-nominative
1	Units	Other Units	mile-per-gallon	narrow-few-nominative
1	Units	Other Units	mile-per-gallon	narrow-many-nominative
1	Units	Other Units	mile-per-gallon-imperial	narrow-one-nominative
1	Units	Other Units	mile-per-gallon-imperial	narrow-few-nominative
1	Units	Other Units	mile-per-gallon-imperial	narrow-many-nominative
1	Units	Other Units	mile-per-gallon-imperial	narrow-other-nominative
1	Units	Other Units	lux	narrow-few-nominative
1	Units	Other Units	lux	narrow-many-nominative
1	Units	Other Units	candela	narrow-few-nominative
1	Units	Other Units	candela	narrow-many-nominative
1	Units	Other Units	lumen	narrow-few-nominative
1	Units	Other Units	lumen	narrow-many-nominative
1	Units	Length	millimeter	short-one-nominative
1	Date & Time	Gregorian	Formats - Intervals - Date Formats	yMMMd/M
1	Currencies	Southeast Asia (C)	Southeast Asia: Vietnam	VND-name-other
1	Units	Mass and Weight	gram	narrow-other-nominative
1	Units	Energy and Power	kilocalorie	long-displayName
1	Units	Energy and Power	kilocalorie	long-other-nominative
1	Units	Weather	millibar	narrow-other-nominative
1	Units	Other Units	kilowatt-hour-per-100-kilometer	narrow-other-nominative
1	Units	Coordinates	south	short
1	Date & Time	Gregorian	Formats - Intervals - 12 Hour Time Formats	hmv/a
1	Date & Time	Gregorian	Formats - Intervals - 12 Hour Time Formats	hmv/h
1	Date & Time	Gregorian	Formats - Intervals - 12 Hour Time Formats	hmv/m
1	Date & Time	Gregorian	Formats - Intervals - 12 Hour Time Formats	hv/a
1	Date & Time	Gregorian	Formats - Intervals - 12 Hour Time Formats	hv/h
1	Date & Time	Buddhist	Formats - Standard - Date & Time Combination Formats	full
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yM/M
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yM/y
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMd/d
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMd/M
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMd/y
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMEd/d
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMEd/M
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMEd/y
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMMM/M
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMMM/y
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMMMd/d
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMMMd/M
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMMMd/y
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMMMEd/d
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMMMEd/M
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMMMEd/y
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMMMM/M
1	Date & Time	Buddhist	Formats - Intervals - Date Formats	yMMMM/y
1	Date & Time	Coptic	Formats - Standard - Date Formats	full
1	Date & Time	Coptic	Formats - Standard - Date Formats	long
1	Date & Time	Coptic	Formats - Standard - Date Formats	medium
1	Date & Time	Coptic	Formats - Standard - Date Formats	short
1	Date & Time	Coptic	Formats - Standard - Date & Time Combination Formats	full
1	Date & Time	Coptic	Formats - Flexible - Date Formats	Gy
1	Date & Time	Coptic	Formats - Flexible - Date Formats	GyMMM
1	Date & Time	Coptic	Formats - Flexible - Date Formats	GyMMMd
1	Date & Time	Coptic	Formats - Flexible - Date Formats	GyMMMEd
1	Date & Time	Coptic	Formats - Flexible - Date Formats	MMMEd
1	Date & Time	Coptic	Formats - Flexible - Date Formats	y
1	Date & Time	Coptic	Formats - Flexible - Date Formats	yyyy
1	Date & Time	Coptic	Formats - Flexible - Date Formats	yyyyM
1	Date & Time	Coptic	Formats - Flexible - Date Formats	yyyyMd
1	Date & Time	Coptic	Formats - Flexible - Date Formats	yyyyMMM
1	Date & Time	Coptic	Formats - Flexible - Date Formats	yyyyMMMd
1	Date & Time	Coptic	Formats - Flexible - Date Formats	yyyyMMMEd
1	Date & Time	Coptic	Formats - Flexible - Date Formats	yyyyMMMM
1	Date & Time	Coptic	Formats - Flexible - Date Formats	yyyyQQQ
1	Date & Time	Coptic	Formats - Flexible - Date Formats	yyyyQQQQ
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yM/M
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yM/y
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMd/d
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMd/M
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMd/y
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMEd/d
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMEd/M
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMEd/y
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMMM/M
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMMM/y
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMMMd/d
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMMMd/M
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMMMd/y
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMMMEd/d
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMMMEd/M
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMMMEd/y
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMMMM/M
1	Date & Time	Coptic	Formats - Intervals - Date Formats	yMMMM/y
1	Date & Time	Ethiopic	Formats - Standard - Date Formats	full
1	Date & Time	Ethiopic	Formats - Standard - Date Formats	long
1	Date & Time	Ethiopic	Formats - Standard - Date Formats	medium
1	Date & Time	Ethiopic	Formats - Standard - Date Formats	short
1	Date & Time	Ethiopic	Formats - Standard - Date & Time Combination Formats	full
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	Gy
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	GyMMM
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	GyMMMd
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	GyMMMEd
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	MMMEd
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	y
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	yyyy
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	yyyyM
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	yyyyMd
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	yyyyMMM
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	yyyyMMMd
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	yyyyMMMEd
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	yyyyMMMM
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	yyyyQQQ
1	Date & Time	Ethiopic	Formats - Flexible - Date Formats	yyyyQQQQ
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yM/M
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yM/y
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMd/d
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMd/M
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMd/y
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMEd/d
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMEd/M
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMEd/y
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMMM/M
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMMM/y
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMMMd/d
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMMMd/M
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMMMd/y
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMMMEd/d
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMMMEd/M
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMMMEd/y
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMMMM/M
1	Date & Time	Ethiopic	Formats - Intervals - Date Formats	yMMMM/y
1	Date & Time	Hebrew	Formats - Standard - Date & Time Combination Formats	full
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	Gy
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	GyMMM
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	GyMMMd
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	GyMMMEd
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	MMMEd
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	y
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	yyyy
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	yyyyM
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	yyyyMd
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	yyyyMMM
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	yyyyMMMd
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	yyyyMMMEd
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	yyyyMMMM
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	yyyyQQQ
1	Date & Time	Hebrew	Formats - Flexible - Date Formats	yyyyQQQQ
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yM/M
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yM/y
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMd/d
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMd/M
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMd/y
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMEd/d
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMEd/M
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMEd/y
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMMM/M
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMMM/y
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMMMd/d
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMMMd/M
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMMMd/y
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMMMEd/d
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMMMEd/M
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMMMEd/y
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMMMM/M
1	Date & Time	Hebrew	Formats - Intervals - Date Formats	yMMMM/y
1	Date & Time	Indian	Formats - Standard - Date Formats	full
1	Date & Time	Indian	Formats - Standard - Date Formats	long
1	Date & Time	Indian	Formats - Standard - Date Formats	medium
1	Date & Time	Indian	Formats - Standard - Date Formats	short
1	Date & Time	Indian	Formats - Standard - Date & Time Combination Formats	full
1	Date & Time	Indian	Formats - Flexible - Date Formats	Gy
1	Date & Time	Indian	Formats - Flexible - Date Formats	GyMMM
1	Date & Time	Indian	Formats - Flexible - Date Formats	GyMMMd
1	Date & Time	Indian	Formats - Flexible - Date Formats	GyMMMEd
1	Date & Time	Indian	Formats - Flexible - Date Formats	MMMEd
1	Date & Time	Indian	Formats - Flexible - Date Formats	y
1	Date & Time	Indian	Formats - Flexible - Date Formats	yyyy
1	Date & Time	Indian	Formats - Flexible - Date Formats	yyyyM
1	Date & Time	Indian	Formats - Flexible - Date Formats	yyyyMd
1	Date & Time	Indian	Formats - Flexible - Date Formats	yyyyMMM
1	Date & Time	Indian	Formats - Flexible - Date Formats	yyyyMMMd
1	Date & Time	Indian	Formats - Flexible - Date Formats	yyyyMMMEd
1	Date & Time	Indian	Formats - Flexible - Date Formats	yyyyMMMM
1	Date & Time	Indian	Formats - Flexible - Date Formats	yyyyQQQ
1	Date & Time	Indian	Formats - Flexible - Date Formats	yyyyQQQQ
1	Date & Time	Indian	Formats - Intervals - Date Formats	yM/M
1	Date & Time	Indian	Formats - Intervals - Date Formats	yM/y
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMd/d
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMd/M
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMd/y
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMEd/d
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMEd/M
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMEd/y
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMMM/M
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMMM/y
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMMMd/d
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMMMd/M
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMMMd/y
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMMMEd/d
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMMMEd/M
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMMMEd/y
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMMMM/M
1	Date & Time	Indian	Formats - Intervals - Date Formats	yMMMM/y
1	Date & Time	Islamic	Formats - Standard - Date & Time Combination Formats	full
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yM/M
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yM/y
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMd/d
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMd/M
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMd/y
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMEd/d
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMEd/M
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMEd/y
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMMM/M
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMMM/y
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMMMd/d
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMMMd/M
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMMMd/y
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMMMEd/d
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMMMEd/M
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMMMEd/y
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMMMM/M
1	Date & Time	Islamic	Formats - Intervals - Date Formats	yMMMM/y
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yM/M
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yM/y
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMd/d
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMd/M
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMd/y
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMEd/d
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMEd/M
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMEd/y
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMMM/M
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMMM/y
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMMMd/d
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMMMd/M
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMMMd/y
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMMMEd/d
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMMMEd/M
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMMMEd/y
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMMMM/M
1	Date & Time	Japanese	Formats - Intervals - Date Formats	yMMMM/y
1	Date & Time	Persian	Formats - Standard - Date Formats	full
1	Date & Time	Persian	Formats - Standard - Date Formats	long
1	Date & Time	Persian	Formats - Standard - Date Formats	medium
1	Date & Time	Persian	Formats - Standard - Date Formats	short
1	Date & Time	Persian	Formats - Standard - Date & Time Combination Formats	full
1	Date & Time	Persian	Formats - Flexible - Date Formats	Gy
1	Date & Time	Persian	Formats - Flexible - Date Formats	GyMMM
1	Date & Time	Persian	Formats - Flexible - Date Formats	GyMMMd
1	Date & Time	Persian	Formats - Flexible - Date Formats	GyMMMEd
1	Date & Time	Persian	Formats - Flexible - Date Formats	MMMEd
1	Date & Time	Persian	Formats - Flexible - Date Formats	y
1	Date & Time	Persian	Formats - Flexible - Date Formats	yyyy
1	Date & Time	Persian	Formats - Flexible - Date Formats	yyyyM
1	Date & Time	Persian	Formats - Flexible - Date Formats	yyyyMd
1	Date & Time	Persian	Formats - Flexible - Date Formats	yyyyMMM
1	Date & Time	Persian	Formats - Flexible - Date Formats	yyyyMMMd
1	Date & Time	Persian	Formats - Flexible - Date Formats	yyyyMMMEd
1	Date & Time	Persian	Formats - Flexible - Date Formats	yyyyMMMM
1	Date & Time	Persian	Formats - Flexible - Date Formats	yyyyQQQ
1	Date & Time	Persian	Formats - Flexible - Date Formats	yyyyQQQQ
1	Date & Time	Persian	Formats - Intervals - Date Formats	yM/M
1	Date & Time	Persian	Formats - Intervals - Date Formats	yM/y
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMd/d
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMd/M
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMd/y
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMEd/d
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMEd/M
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMEd/y
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMMM/M
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMMM/y
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMMMd/d
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMMMd/M
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMMMd/y
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMMMEd/d
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMMMEd/M
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMMMEd/y
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMMMM/M
1	Date & Time	Persian	Formats - Intervals - Date Formats	yMMMM/y
1	Date & Time	Minguo	Formats - Standard - Date & Time Combination Formats	full
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yM/M
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yM/y
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMd/d
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMd/M
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMd/y
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMEd/d
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMEd/M
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMEd/y
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMMM/M
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMMM/y
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMMMd/d
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMMMd/M
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMMMd/y
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMMMEd/d
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMMMEd/M
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMMMEd/y
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMMMM/M
1	Date & Time	Minguo	Formats - Intervals - Date Formats	yMMMM/y
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Balinese Digits (bali)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Bangla Digits (beng)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Brahmi Digits (brah)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Chakma Digits (cakm)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Cham Digits (cham)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Chinese Decimal Numerals (hanidec)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Devanagari Digits (deva)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Extended Arabic-Indic Digits (arabext)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Full-Width Digits (fullwide)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Gujarati Digits (gujr)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Gurmukhi Digits (guru)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Javanese Digits (java)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Kannada Digits (knda)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Kayah Li Digits (kali)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Khmer Digits (khmr)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Lao Digits (laoo)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Lepcha Digits (lepc)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Limbu Digits (limb)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Malayalam Digits (mlym)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Masaram Gondi digits (gonm)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Meetei Mayek Digits (mtei)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Mongolian Digits (mong)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Myanmar Digits (mymr)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Myanmar Shan Digits (mymrshan)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using N’Ko Digits (nkoo)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using New Tai Lue Digits (talu)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Odia Digits (orya)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Ol Chiki Digits (olck)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Osmanya Digits (osma)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Saurashtra Digits (saur)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Sharada Digits (shrd)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Sora Sompeng Digits (sora)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Sundanese Digits (sund)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Tai Tham Hora Digits (lana)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Tai Tham Tham Digits (lanatham)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Takri Digits (takr)	currencies-other
1	Numbers	Number Formatting Patterns	Currency Unit Patterns using Tamil Digits (tamldec)	currencies-other
